Team Name,Year,Over,Total Runs Scored,Total Wickets taken,Total Bowls bowled,Run rate,Wicket rate
Kolkata Knight Riders,2012,12,138,4,103,8.0388349515,0.2330097087
Kochi Tuskers Kerala,2011,8,86,3,85,6.0705882353,0.2117647059
Mumbai Indians,2014,6,135,2,93,8.7096774194,0.1290322581
Kings XI Punjab,2016,4,114,3,87,7.8620689655,0.2068965517
Delhi Daredevils,2010,1,110,3,84,7.8571428571,0.2142857143
Gujarat Lions,2016,13,107,5,98,6.5510204082,0.306122449
Deccan Chargers,2012,15,131,3,91,8.6373626374,0.1978021978
Mumbai Indians,2010,16,160,4,99,9.696969697,0.2424242424
Kings XI Punjab,2008,20,128,9,63,12.1904761905,0.8571428571
Pune Warriors,2011,4,69,10,79,5.2405063291,0.7594936709
Rising Pune Supergiants,2016,1,72,2,87,4.9655172414,0.1379310345
Royal Challengers Bangalore,2011,20,76,3,54,8.4444444444,0.3333333333
Chennai Super Kings,2012,4,154,1,112,8.25,0.0535714286
Sunrisers Hyderabad,2015,7,102,3,87,7.0344827586,0.2068965517
Deccan Chargers,2011,6,109,5,85,7.6941176471,0.3529411765
Kings XI Punjab,2012,14,121,3,100,7.26,0.18
Rajasthan Royals,2015,1,80,3,87,5.5172413793,0.2068965517
Kolkata Knight Riders,2011,10,119,0,93,7.6774193548,0
Kolkata Knight Riders,2010,20,99,11,68,8.7352941176,0.9705882353
Royal Challengers Bangalore,2015,2,139,0,92,9.0652173913,0
Mumbai Indians,2016,3,115,1,86,8.023255814,0.0697674419
Sunrisers Hyderabad,2016,5,146,3,104,8.4230769231,0.1730769231
Royal Challengers Bangalore,2016,9,174,1,102,10.2352941176,0.0588235294
Kings XI Punjab,2015,2,110,3,87,7.5862068966,0.2068965517
Pune Warriors,2013,20,104,16,77,8.1038961039,1.2467532468
Delhi Daredevils,2011,16,123,6,81,9.1111111111,0.4444444444
Delhi Daredevils,2016,9,111,0,84,7.9285714286,0
Deccan Chargers,2011,16,125,3,86,8.7209302326,0.2093023256
Mumbai Indians,2011,13,100,6,103,5.8252427184,0.3495145631
Royal Challengers Bangalore,2011,11,98,5,98,6,0.306122449
Royal Challengers Bangalore,2008,19,99,9,66,9,0.8181818182
Chennai Super Kings,2015,3,159,2,104,9.1730769231,0.1153846154
Kings XI Punjab,2011,13,128,3,84,9.1428571429,0.2142857143
Rajasthan Royals,2014,8,73,3,88,4.9772727273,0.2045454545
Kolkata Knight Riders,2010,11,116,4,86,8.0930232558,0.2790697674
Kolkata Knight Riders,2009,19,125,2,70,10.7142857143,0.1714285714
Royal Challengers Bangalore,2012,1,78,1,91,5.1428571429,0.0659340659
Delhi Daredevils,2012,14,107,7,99,6.4848484848,0.4242424242
Pune Warriors,2011,17,78,3,76,6.1578947368,0.2368421053
Royal Challengers Bangalore,2016,18,206,4,98,12.612244898,0.2448979592
Kings XI Punjab,2014,3,139,6,109,7.6513761468,0.3302752294
Pune Warriors,2013,9,116,3,97,7.175257732,0.1855670103
Rajasthan Royals,2013,12,132,4,112,7.0714285714,0.2142857143
Deccan Chargers,2010,13,111,5,98,6.7959183673,0.306122449
Kolkata Knight Riders,2016,16,116,6,82,8.487804878,0.4390243902
Mumbai Indians,2008,14,122,7,78,9.3846153846,0.5384615385
Mumbai Indians,2009,20,110,13,75,8.8,1.04
Rajasthan Royals,2010,5,104,3,84,7.4285714286,0.2142857143
Royal Challengers Bangalore,2008,12,94,4,84,6.7142857143,0.2857142857
Chennai Super Kings,2014,6,181,1,98,11.0816326531,0.0612244898
Sunrisers Hyderabad,2013,1,101,4,112,5.4107142857,0.2142857143
Kings XI Punjab,2010,16,115,5,86,8.023255814,0.3488372093
Rajasthan Royals,2009,7,56,5,80,4.2,0.375
Kolkata Knight Riders,2009,12,96,3,73,7.8904109589,0.2465753425
Royal Challengers Bangalore,2013,8,137,5,99,8.303030303,0.303030303
Delhi Daredevils,2013,15,99,6,97,6.1237113402,0.3711340206
Chennai Super Kings,2013,10,126,3,103,7.3398058252,0.1747572816
Mumbai Indians,2013,9,137,4,116,7.0862068966,0.2068965517
Pune Warriors,2012,12,127,4,96,7.9375,0.25
Rajasthan Royals,2012,9,90,5,97,5.5670103093,0.3092783505
Chennai Super Kings,2010,3,134,5,100,8.04,0.3
Deccan Chargers,2009,14,110,7,93,7.0967741935,0.4516129032
Mumbai Indians,2009,11,75,2,81,5.5555555556,0.1481481481
Mumbai Indians,2014,19,143,13,84,10.2142857143,0.9285714286
Kolkata Knight Riders,2012,19,129,10,93,8.3225806452,0.6451612903
Royal Challengers Bangalore,2009,5,105,5,101,6.2376237624,0.297029703
Chennai Super Kings,2009,5,149,2,88,10.1590909091,0.1363636364
Deccan Chargers,2012,6,116,5,93,7.4838709677,0.3225806452
Mumbai Indians,2010,5,142,1,103,8.2718446602,0.0582524272
Kings XI Punjab,2009,15,94,5,82,6.8780487805,0.3658536585
Rajasthan Royals,2008,6,143,3,97,8.8453608247,0.1855670103
Kolkata Knight Riders,2008,13,89,3,82,6.512195122,0.2195121951
Royal Challengers Bangalore,2010,7,109,3,99,6.6060606061,0.1818181818
Delhi Daredevils,2014,16,94,6,85,6.6352941176,0.4235294118
Delhi Daredevils,2015,18,105,5,78,8.0769230769,0.3846153846
Chennai Super Kings,2012,11,137,9,112,7.3392857143,0.4821428571
Sunrisers Hyderabad,2014,20,118,12,76,9.3157894737,0.9473684211
Kings XI Punjab,2013,6,161,1,96,10.0625,0.0625
Kings XI Punjab,2012,5,94,6,98,5.7551020408,0.3673469388
Rajasthan Royals,2012,20,138,11,87,9.5172413793,0.7586206897
Rajasthan Royals,2015,10,118,3,79,8.9620253165,0.2278481013
Mumbai Indians,2016,12,126,3,86,8.7906976744,0.2093023256
Sunrisers Hyderabad,2016,14,141,4,102,8.2941176471,0.2352941176
Deccan Chargers,2008,3,109,5,85,7.6941176471,0.3529411765
Mumbai Indians,2014,12,126,5,91,8.3076923077,0.3296703297
Mumbai Indians,2015,18,164,5,98,10.0408163265,0.306122449
Chennai Super Kings,2008,8,118,2,104,6.8076923077,0.1153846154
Gujarat Lions,2016,19,103,11,67,9.223880597,0.9850746269
Deccan Chargers,2011,5,118,1,87,8.1379310345,0.0689655172
Kings XI Punjab,2014,2,111,4,110,6.0545454545,0.2181818182
Mumbai Indians,2011,8,125,3,104,7.2115384615,0.1730769231
Kings XI Punjab,2008,2,110,6,95,6.9473684211,0.3789473684
Rajasthan Royals,2011,5,64,4,79,4.8607594937,0.3037974684
Kolkata Knight Riders,2015,14,105,4,70,9,0.3428571429
Royal Challengers Bangalore,2011,6,105,3,97,6.4948453608,0.1855670103
Delhi Daredevils,2015,9,105,3,87,7.2413793103,0.2068965517
Delhi Daredevils,2008,17,93,4,63,8.8571428571,0.380952381
Chennai Super Kings,2015,12,164,2,106,9.2830188679,0.1132075472
Sunrisers Hyderabad,2015,17,112,8,84,8,0.5714285714
Mumbai Indians,2015,12,138,4,97,8.5360824742,0.2474226804
Kings XI Punjab,2011,6,109,4,84,7.7857142857,0.2857142857
Rajasthan Royals,2015,19,125,11,77,9.7402597403,0.8571428571
Rajasthan Royals,2014,15,123,4,79,9.3417721519,0.3037974684
Delhi Daredevils,2012,3,137,7,111,7.4054054054,0.3783783784
Mumbai Indians,2015,7,107,3,98,6.5510204082,0.1836734694
Delhi Daredevils,2016,20,106,4,51,12.4705882353,0.4705882353
Mumbai Indians,2012,17,147,8,108,8.1666666667,0.4444444444
Pune Warriors,2013,2,121,1,100,7.26,0.06
Mumbai Indians,2015,19,198,7,97,12.2474226804,0.4329896907
Chennai Super Kings,2011,7,99,1,98,6.0612244898,0.0612244898
Deccan Chargers,2010,8,111,1,97,6.8659793814,0.0618556701
Kings XI Punjab,2015,19,114,10,75,9.12,0.8
Mumbai Indians,2008,7,87,0,85,6.1411764706,0
Kolkata Knight Riders,2014,15,145,7,93,9.3548387097,0.4516129032
Royal Challengers Bangalore,2008,5,113,7,89,7.6179775281,0.4719101124
Delhi Daredevils,2008,10,123,2,88,8.3863636364,0.1363636364
Delhi Daredevils,2009,20,86,7,52,9.9230769231,0.8076923077
Chennai Super Kings,2014,13,115,3,97,7.1134020619,0.1855670103
Kings XI Punjab,2010,7,87,3,86,6.0697674419,0.2093023256
Rajasthan Royals,2009,16,81,6,67,7.2537313433,0.5373134328
Delhi Daredevils,2013,2,112,3,101,6.6534653465,0.1782178218
Kings XI Punjab,2016,14,109,3,85,7.6941176471,0.2117647059
Kolkata Knight Riders,2016,11,96,4,85,6.7764705882,0.2823529412
Kings XI Punjab,2014,13,191,4,106,10.8113207547,0.2264150943
Pune Warriors,2012,3,120,5,99,7.2727272727,0.303030303
Royal Challengers Bangalore,2014,17,132,5,80,9.9,0.375
Kings XI Punjab,2016,1,66,2,85,4.6588235294,0.1411764706
Deccan Chargers,2009,7,93,3,96,5.8125,0.1875
Mumbai Indians,2009,2,67,6,85,4.7294117647,0.4235294118
Kolkata Knight Riders,2013,16,107,8,100,6.42,0.48
Kings XI Punjab,2016,18,110,10,72,9.1666666667,0.8333333333
Royal Challengers Bangalore,2009,12,95,7,99,5.7575757576,0.4242424242
Delhi Daredevils,2009,11,83,2,90,5.5333333333,0.1333333333
Delhi Daredevils,2010,19,125,4,72,10.4166666667,0.3333333333
Chennai Super Kings,2009,14,102,2,87,7.0344827586,0.1379310345
Kings XI Punjab,2009,8,84,1,87,5.7931034483,0.0689655172
Rajasthan Royals,2008,13,132,5,101,7.8415841584,0.297029703
Delhi Daredevils,2014,1,92,2,86,6.4186046512,0.1395348837
Chennai Super Kings,2013,8,126,8,110,6.8727272727,0.4363636364
Sunrisers Hyderabad,2014,9,90,3,82,6.5853658537,0.2195121951
Kings XI Punjab,2013,14,132,3,91,8.7032967033,0.1978021978
Kings XI Punjab,2012,20,158,5,82,11.5609756098,0.3658536585
Royal Challengers Bangalore,2014,10,105,3,86,7.3255813953,0.2093023256
Royal Challengers Bangalore,2015,20,80,10,52,9.2307692308,1.1538461538
Deccan Chargers,2008,10,87,3,87,6,0.2068965517
Kochi Tuskers Kerala,2011,13,108,1,83,7.8072289157,0.0722891566
Mumbai Indians,2014,1,94,1,94,6,0.0638297872
Kings XI Punjab,2016,9,98,8,87,6.7586206897,0.5517241379
Delhi Daredevils,2010,12,89,7,86,6.2093023256,0.488372093
Chennai Super Kings,2008,15,129,7,90,8.6,0.4666666667
Gujarat Lions,2016,10,130,3,101,7.7227722772,0.1782178218
Deccan Chargers,2012,12,135,10,93,8.7096774194,0.6451612903
Kings XI Punjab,2008,9,121,5,86,8.4418604651,0.3488372093
Pune Warriors,2011,15,91,3,76,7.1842105263,0.2368421053
Rajasthan Royals,2011,14,89,6,75,7.12,0.48
Delhi Daredevils,2015,8,80,1,85,5.6470588235,0.0705882353
Chennai Super Kings,2012,5,186,2,110,10.1454545455,0.1090909091
Sunrisers Hyderabad,2015,12,97,3,78,7.4615384615,0.2307692308
Kings XI Punjab,2012,11,118,1,96,7.375,0.0625
Kings XI Punjab,2011,19,112,9,78,8.6153846154,0.6923076923
Kolkata Knight Riders,2011,13,80,5,84,5.7142857143,0.3571428571
Royal Challengers Bangalore,2015,11,118,3,72,9.8333333333,0.25
Royal Challengers Bangalore,2012,19,175,3,87,12.0689655172,0.2068965517
Mumbai Indians,2016,6,107,1,89,7.2134831461,0.0674157303
Rajasthan Royals,2008,11,146,5,98,8.9387755102,0.306122449
Royal Challengers Bangalore,2016,4,185,6,99,11.2121212121,0.3636363636
Mumbai Indians,2015,4,136,4,102,8,0.2352941176
Rising Pune Supergiants,2016,6,147,0,88,10.0227272727,0
Delhi Daredevils,2011,5,108,4,88,7.3636363636,0.2727272727
Chennai Super Kings,2011,16,139,3,98,8.5102040816,0.1836734694
Deccan Chargers,2011,11,97,7,85,6.8470588235,0.4941176471
Rajasthan Royals,2010,19,88,4,69,7.652173913,0.347826087
Delhi Daredevils,2008,7,129,5,89,8.6966292135,0.3370786517
Chennai Super Kings,2015,6,112,7,105,6.4,0.4
Kings XI Punjab,2011,12,90,0,87,6.2068965517,0
Kings XI Punjab,2010,18,115,4,87,7.9310344828,0.275862069
Kolkata Knight Riders,2010,16,122,4,85,8.6117647059,0.2823529412
Royal Challengers Bangalore,2012,12,117,5,95,7.3894736842,0.3157894737
Kings XI Punjab,2014,8,161,5,107,9.0280373832,0.2803738318
Pune Warriors,2013,16,146,4,99,8.8484848485,0.2424242424
Rajasthan Royals,2013,15,173,4,110,9.4363636364,0.2181818182
Chennai Super Kings,2010,17,127,4,97,7.8556701031,0.2474226804
Deccan Chargers,2010,10,139,1,99,8.4242424242,0.0606060606
Kolkata Knight Riders,2016,5,94,3,92,6.1304347826,0.1956521739
Rajasthan Royals,2010,10,97,2,84,6.9285714286,0.1428571429
Royal Challengers Bangalore,2009,19,151,5,88,10.2954545455,0.3409090909
Delhi Daredevils,2009,6,128,3,89,8.6292134831,0.202247191
Chennai Super Kings,2014,3,138,2,97,8.5360824742,0.1237113402
Sunrisers Hyderabad,2013,14,125,3,103,7.2815533981,0.1747572816
Mumbai Indians,2010,19,175,6,95,11.0526315789,0.3789473684
Kings XI Punjab,2010,9,116,2,89,7.8202247191,0.1348314607
Kings XI Punjab,2009,17,105,5,80,7.875,0.375
Kolkata Knight Riders,2009,15,83,3,73,6.8219178082,0.2465753425
Kolkata Knight Riders,2008,19,117,7,68,10.3235294118,0.6176470588
Royal Challengers Bangalore,2013,13,94,3,92,6.1304347826,0.1956521739
Chennai Super Kings,2013,13,130,10,103,7.572815534,0.5825242718
Sunrisers Hyderabad,2014,2,95,3,89,6.404494382,0.202247191
Kings XI Punjab,2013,1,82,4,100,4.92,0.24
Mumbai Indians,2013,14,126,5,117,6.4615384615,0.2564102564
Pune Warriors,2012,13,107,5,99,6.4848484848,0.303030303
Rajasthan Royals,2012,14,136,6,102,8,0.3529411765
Chennai Super Kings,2010,8,127,2,100,7.62,0.12
Kings XI Punjab,2014,16,151,5,100,9.06,0.3
Kolkata Knight Riders,2016,20,69,7,54,7.6666666667,0.7777777778
Deccan Chargers,2008,17,164,5,82,12,0.3658536585
Kochi Tuskers Kerala,2011,4,126,4,88,8.5909090909,0.2727272727
Delhi Daredevils,2010,5,122,2,90,8.1333333333,0.1333333333
Chennai Super Kings,2009,4,101,3,88,6.8863636364,0.2045454545
Gujarat Lions,2016,1,96,5,100,5.76,0.3
Deccan Chargers,2012,3,101,1,93,6.5161290323,0.064516129
Mumbai Indians,2012,8,109,5,104,6.2884615385,0.2884615385
Mumbai Indians,2010,12,118,4,98,7.2244897959,0.2448979592
Mumbai Indians,2011,18,115,7,86,8.023255814,0.488372093
Kings XI Punjab,2009,10,89,6,90,5.9333333333,0.4
Pune Warriors,2011,8,101,5,81,7.4814814815,0.3703703704
Pune Warriors,2012,17,122,7,102,7.1764705882,0.4117647059
Kolkata Knight Riders,2008,10,92,4,81,6.8148148148,0.2962962963
Kolkata Knight Riders,2015,20,88,7,48,11,0.875
Royal Challengers Bangalore,2010,14,115,5,92,7.5,0.3260869565
Chennai Super Kings,2012,16,130,6,105,7.4285714286,0.3428571429
Sunrisers Hyderabad,2015,3,121,1,88,8.25,0.0681818182
Kings XI Punjab,2015,12,89,3,80,6.675,0.225
Kings XI Punjab,2012,2,110,2,101,6.5346534653,0.1188118812
Rajasthan Royals,2015,13,106,3,81,7.8518518519,0.2222222222
Kolkata Knight Riders,2011,6,96,5,93,6.1935483871,0.3225806452
Delhi Daredevils,2012,17,99,7,78,7.6153846154,0.5384615385
Mumbai Indians,2016,15,154,3,87,10.6206896552,0.2068965517
Sunrisers Hyderabad,2016,9,132,4,107,7.4018691589,0.2242990654
Deccan Chargers,2008,8,110,2,88,7.5,0.1363636364
Royal Challengers Bangalore,2016,13,134,1,97,8.2886597938,0.0618556701
Delhi Daredevils,2016,2,86,5,85,6.0705882353,0.3529411765
Delhi Daredevils,2011,12,113,2,80,8.475,0.15
Chennai Super Kings,2008,1,90,4,107,5.046728972,0.2242990654
Deccan Chargers,2011,4,106,1,92,6.9130434783,0.0652173913
Delhi Daredevils,2016,14,136,3,83,9.8313253012,0.2168674699
Mumbai Indians,2011,9,89,8,97,5.5051546392,0.4948453608
Mumbai Indians,2008,17,85,5,63,8.0952380952,0.4761904762
Kings XI Punjab,2008,7,111,3,91,7.3186813187,0.1978021978
Kolkata Knight Riders,2015,9,90,6,78,6.9230769231,0.4615384615
Kolkata Knight Riders,2014,17,166,6,95,10.4842105263,0.3789473684
Royal Challengers Bangalore,2011,15,134,5,87,9.2413793103,0.3448275862
Chennai Super Kings,2015,15,124,6,105,7.0857142857,0.3428571429
Kings XI Punjab,2011,1,75,3,89,5.0561797753,0.202247191
Rajasthan Royals,2014,12,118,2,85,8.3294117647,0.1411764706
Kolkata Knight Riders,2010,7,105,1,88,7.1590909091,0.0681818182
Delhi Daredevils,2012,10,137,3,110,7.4727272727,0.1636363636
Delhi Daredevils,2013,20,116,11,73,9.5342465753,0.904109589
Kings XI Punjab,2016,11,107,6,84,7.6428571429,0.4285714286
Pune Warriors,2013,5,114,7,100,6.84,0.42
Chennai Super Kings,2011,2,80,2,98,4.8979591837,0.1224489796
Deccan Chargers,2010,1,88,6,101,5.2277227723,0.3564356436
Mumbai Indians,2008,10,97,2,81,7.1851851852,0.1481481481
Rajasthan Royals,2010,1,100,4,86,6.976744186,0.2790697674
Kolkata Knight Riders,2014,12,122,6,97,7.5463917526,0.3711340206
Kolkata Knight Riders,2013,18,162,9,95,10.2315789474,0.5684210526
Royal Challengers Bangalore,2008,16,127,9,81,9.4074074074,0.6666666667
Chennai Super Kings,2014,10,108,3,98,6.612244898,0.1836734694
Sunrisers Hyderabad,2013,5,120,5,106,6.7924528302,0.2830188679
Kings XI Punjab,2010,4,134,2,86,9.3488372093,0.1395348837
Rajasthan Royals,2014,19,149,6,78,11.4615384615,0.4615384615
Rajasthan Royals,2009,11,97,3,80,7.275,0.225
Chennai Super Kings,2009,2,132,1,92,8.6086956522,0.0652173913
Kolkata Knight Riders,2009,8,74,3,80,5.55,0.225
Delhi Daredevils,2013,11,126,6,98,7.7142857143,0.3673469388
Delhi Daredevils,2014,19,102,6,74,8.2702702703,0.4864864865
Pune Warriors,2012,8,113,2,100,6.78,0.12
Deccan Chargers,2009,2,151,3,105,8.6285714286,0.1714285714
Mumbai Indians,2009,15,90,6,80,6.75,0.45
Kolkata Knight Riders,2013,11,88,4,97,5.4432989691,0.2474226804
Royal Challengers Bangalore,2009,1,80,8,101,4.7524752475,0.4752475248
Chennai Super Kings,2014,17,135,5,102,7.9411764706,0.2941176471
Chennai Super Kings,2009,9,107,1,85,7.5529411765,0.0705882353
Sunrisers Hyderabad,2013,20,126,8,78,9.6923076923,0.6153846154
Mumbai Indians,2010,1,117,1,101,6.9504950495,0.0594059406
Kings XI Punjab,2009,3,94,2,88,6.4090909091,0.1363636364
Rajasthan Royals,2009,20,75,7,53,8.4905660377,0.7924528302
Rajasthan Royals,2008,10,149,2,99,9.0303030303,0.1212121212
Kolkata Knight Riders,2008,1,80,3,84,5.7142857143,0.2142857143
Rising Pune Supergiants,2016,20,124,10,57,13.0526315789,1.0526315789
Delhi Daredevils,2014,12,107,4,85,7.5529411765,0.2823529412
Sunrisers Hyderabad,2014,16,106,1,81,7.8518518519,0.0740740741
Royal Challengers Bangalore,2014,13,93,5,86,6.488372093,0.3488372093
Sunrisers Hyderabad,2016,18,169,9,96,10.5625,0.5625
Deccan Chargers,2008,15,104,6,79,7.8987341772,0.4556962025
Kochi Tuskers Kerala,2011,18,85,6,63,8.0952380952,0.5714285714
Mumbai Indians,2014,16,131,7,87,9.0344827586,0.4827586207
Delhi Daredevils,2016,15,86,5,81,6.3703703704,0.3703703704
Rising Pune Supergiants,2016,11,113,3,90,7.5333333333,0.2
Kolkata Knight Riders,2012,6,162,3,108,9,0.1666666667
Delhi Daredevils,2011,19,121,9,78,9.3076923077,0.6923076923
Chennai Super Kings,2009,18,140,7,91,9.2307692308,0.4615384615
Chennai Super Kings,2008,12,160,1,95,10.1052631579,0.0631578947
Mumbai Indians,2011,4,119,6,100,7.14,0.36
Kings XI Punjab,2008,14,112,6,89,7.5505617978,0.404494382
Rajasthan Royals,2008,17,122,3,80,9.15,0.225
Rajasthan Royals,2011,9,108,2,80,8.1,0.15
Kolkata Knight Riders,2015,2,100,0,82,7.3170731707,0
Delhi Daredevils,2015,13,114,2,86,7.9534883721,0.1395348837
Sunrisers Hyderabad,2015,13,96,3,79,7.2911392405,0.2278481013
Royal Challengers Bangalore,2015,16,123,1,68,10.8529411765,0.0882352941
Mumbai Indians,2015,13,131,3,98,8.0204081633,0.1836734694
Kings XI Punjab,2014,18,196,6,97,12.1237113402,0.3711340206
Royal Challengers Bangalore,2010,9,135,3,99,8.1818181818,0.1818181818
Chennai Super Kings,2008,19,150,9,85,10.5882352941,0.6352941176
Chennai Super Kings,2011,11,136,5,99,8.2424242424,0.303030303
Mumbai Indians,2008,3,92,6,88,6.2727272727,0.4090909091
Rajasthan Royals,2011,18,75,4,62,7.2580645161,0.3870967742
Kolkata Knight Riders,2014,3,129,2,101,7.6633663366,0.1188118812
Delhi Daredevils,2008,14,110,4,76,8.6842105263,0.3157894737
Kings XI Punjab,2013,15,127,7,94,8.1063829787,0.4468085106
Royal Challengers Bangalore,2012,15,115,4,93,7.4193548387,0.2580645161
Royal Challengers Bangalore,2013,19,131,9,74,10.6216216216,0.7297297297
