 player1,player2,partner-name,team,partnership,winner,looser
IK Pathan,PP Chawla,IK Pathan- PP Chawla,Kings XI Punjab,48,Chennai Super Kings,Kings XI Punjab
PP Chawla,S Sreesanth,PP Chawla- S Sreesanth,Kings XI Punjab,0,Chennai Super Kings,Kings XI Punjab
S Sreesanth,VRV Singh,S Sreesanth- VRV Singh,Kings XI Punjab,0,Chennai Super Kings,Kings XI Punjab
S Sreesanth,U Kaul,S Sreesanth- U Kaul,Kings XI Punjab,0,Chennai Super Kings,Kings XI Punjab
MV Boucher,SP Goswami,MV Boucher- SP Goswami,Royal Challengers Bangalore,35,Mumbai Indians,Royal Challengers Bangalore
Misbah-ul-Haq,SP Goswami,Misbah-ul-Haq- SP Goswami,Royal Challengers Bangalore,1,Mumbai Indians,Royal Challengers Bangalore
R Dravid,SP Goswami,R Dravid- SP Goswami,Royal Challengers Bangalore,3,Mumbai Indians,Royal Challengers Bangalore
CL White,R Dravid,CL White- R Dravid,Royal Challengers Bangalore,35,Mumbai Indians,Royal Challengers Bangalore
R Dravid,V Kohli,R Dravid- V Kohli,Royal Challengers Bangalore,2,Mumbai Indians,Royal Challengers Bangalore
B Akhil,R Dravid,B Akhil- R Dravid,Royal Challengers Bangalore,6,Mumbai Indians,Royal Challengers Bangalore
B Akhil,P Kumar,B Akhil- P Kumar,Royal Challengers Bangalore,1,Mumbai Indians,Royal Challengers Bangalore
P Kumar,R Vinay Kumar,P Kumar- R Vinay Kumar,Royal Challengers Bangalore,39,Mumbai Indians,Royal Challengers Bangalore
A Kumble,P Kumar,A Kumble- P Kumar,Royal Challengers Bangalore,0,Mumbai Indians,Royal Challengers Bangalore
SR Tendulkar,ST Jayasuriya,SR Tendulkar- ST Jayasuriya,Mumbai Indians,96,Mumbai Indians,Royal Challengers Bangalore
RV Uthappa,SR Tendulkar,RV Uthappa- SR Tendulkar,Mumbai Indians,30,Mumbai Indians,Royal Challengers Bangalore
AC Gilchrist,HH Gibbs,AC Gilchrist- HH Gibbs,Deccan Chargers,91,Rajasthan Royals,Deccan Chargers
AC Gilchrist,SB Styris,AC Gilchrist- SB Styris,Deccan Chargers,27,Rajasthan Royals,Deccan Chargers
AC Gilchrist,RG Sharma,AC Gilchrist- RG Sharma,Deccan Chargers,9,Rajasthan Royals,Deccan Chargers
RG Sharma,Shahid Afridi,RG Sharma- Shahid Afridi,Deccan Chargers,3,Rajasthan Royals,Deccan Chargers
RG Sharma,SB Bangar,RG Sharma- SB Bangar,Deccan Chargers,5,Rajasthan Royals,Deccan Chargers
DB Ravi Teja,SB Bangar,DB Ravi Teja- SB Bangar,Deccan Chargers,0,Rajasthan Royals,Deccan Chargers
DB Ravi Teja,Y Venugopal Rao,DB Ravi Teja- Y Venugopal Rao,Deccan Chargers,21,Rajasthan Royals,Deccan Chargers
RP Singh,Y Venugopal Rao,RP Singh- Y Venugopal Rao,Deccan Chargers,4,Rajasthan Royals,Deccan Chargers
PP Ojha,Y Venugopal Rao,PP Ojha- Y Venugopal Rao,Deccan Chargers,10,Rajasthan Royals,Deccan Chargers
GC Smith,YK Pathan,GC Smith- YK Pathan,Rajasthan Royals,119,Rajasthan Royals,Deccan Chargers
GC Smith,M Kaif,GC Smith- M Kaif,Rajasthan Royals,24,Rajasthan Royals,Deccan Chargers
M Kaif,SR Watson,M Kaif- SR Watson,Rajasthan Royals,8,Rajasthan Royals,Deccan Chargers
A Chopra,BJ Hodge,A Chopra- BJ Hodge,Kolkata Knight Riders,17,Kolkata Knight Riders,Royal Challengers Bangalore
BJ Hodge,SC Ganguly,BJ Hodge- SC Ganguly,Kolkata Knight Riders,11,Kolkata Knight Riders,Royal Challengers Bangalore
DJ Hussey,SC Ganguly,DJ Hussey- SC Ganguly,Kolkata Knight Riders,26,Kolkata Knight Riders,Royal Challengers Bangalore
DJ Hussey,T Taibu,DJ Hussey- T Taibu,Kolkata Knight Riders,18,Kolkata Knight Riders,Royal Challengers Bangalore
LR Shukla,T Taibu,LR Shukla- T Taibu,Kolkata Knight Riders,16,Kolkata Knight Riders,Royal Challengers Bangalore
LR Shukla,WP Saha,LR Shukla- WP Saha,Kolkata Knight Riders,8,Kolkata Knight Riders,Royal Challengers Bangalore
M Kartik,WP Saha,M Kartik- WP Saha,Kolkata Knight Riders,34,Kolkata Knight Riders,Royal Challengers Bangalore
Umar Gul,WP Saha,Umar Gul- WP Saha,Kolkata Knight Riders,7,Kolkata Knight Riders,Royal Challengers Bangalore
J Arunkumar,S Chanderpaul,J Arunkumar- S Chanderpaul,Royal Challengers Bangalore,24,Kolkata Knight Riders,Royal Challengers Bangalore
J Arunkumar,MV Boucher,J Arunkumar- MV Boucher,Royal Challengers Bangalore,15,Kolkata Knight Riders,Royal Challengers Bangalore
MV Boucher,R Dravid,MV Boucher- R Dravid,Royal Challengers Bangalore,19,Kolkata Knight Riders,Royal Challengers Bangalore
CL White,MV Boucher,CL White- MV Boucher,Royal Challengers Bangalore,45,Kolkata Knight Riders,Royal Challengers Bangalore
MV Boucher,P Kumar,MV Boucher- P Kumar,Royal Challengers Bangalore,28,Kolkata Knight Riders,Royal Challengers Bangalore
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,73,Chennai Super Kings,Delhi Daredevils
AB de Villiers,G Gambhir,AB de Villiers- G Gambhir,Delhi Daredevils,1,Chennai Super Kings,Delhi Daredevils
G Gambhir,S Dhawan,G Gambhir- S Dhawan,Delhi Daredevils,121,Chennai Super Kings,Delhi Daredevils
S Dhawan,Shoaib Malik,S Dhawan- Shoaib Malik,Delhi Daredevils,8,Chennai Super Kings,Delhi Daredevils
KD Karthik,Shoaib Malik,KD Karthik- Shoaib Malik,Delhi Daredevils,1,Chennai Super Kings,Delhi Daredevils
KD Karthik,MK Tiwary,KD Karthik- MK Tiwary,Delhi Daredevils,11,Chennai Super Kings,Delhi Daredevils
S Vidyut,SP Fleming,S Vidyut- SP Fleming,Chennai Super Kings,73,Chennai Super Kings,Delhi Daredevils
MS Dhoni,SP Fleming,MS Dhoni- SP Fleming,Chennai Super Kings,35,Chennai Super Kings,Delhi Daredevils
MS Dhoni,SK Raina,MS Dhoni- SK Raina,Chennai Super Kings,1,Chennai Super Kings,Delhi Daredevils
JA Morkel,MS Dhoni,JA Morkel- MS Dhoni,Chennai Super Kings,40,Chennai Super Kings,Delhi Daredevils
CK Kapugedera,MS Dhoni,CK Kapugedera- MS Dhoni,Chennai Super Kings,28,Chennai Super Kings,Delhi Daredevils
CK Kapugedera,S Badrinath,CK Kapugedera- S Badrinath,Chennai Super Kings,0,Chennai Super Kings,Delhi Daredevils
MS Gony,S Badrinath,MS Gony- S Badrinath,Chennai Super Kings,22,Chennai Super Kings,Delhi Daredevils
GC Smith,SA Asnodkar,GC Smith- SA Asnodkar,Rajasthan Royals,34,Mumbai Indians,Rajasthan Royals
SA Asnodkar,YK Pathan,SA Asnodkar- YK Pathan,Rajasthan Royals,9,Mumbai Indians,Rajasthan Royals
SA Asnodkar,SR Watson,SA Asnodkar- SR Watson,Rajasthan Royals,53,Mumbai Indians,Rajasthan Royals
M Kaif,SA Asnodkar,M Kaif- SA Asnodkar,Rajasthan Royals,8,Mumbai Indians,Rajasthan Royals
RA Jadeja,SA Asnodkar,RA Jadeja- SA Asnodkar,Rajasthan Royals,0,Mumbai Indians,Rajasthan Royals
SA Asnodkar,SK Warne,SA Asnodkar- SK Warne,Rajasthan Royals,12,Mumbai Indians,Rajasthan Royals
SA Asnodkar,Sohail Tanvir,SA Asnodkar- Sohail Tanvir,Rajasthan Royals,1,Mumbai Indians,Rajasthan Royals
M Rawat,Sohail Tanvir,M Rawat- Sohail Tanvir,Rajasthan Royals,7,Mumbai Indians,Rajasthan Royals
M Rawat,SK Trivedi,M Rawat- SK Trivedi,Rajasthan Royals,1,Mumbai Indians,Rajasthan Royals
MM Patel,SK Trivedi,MM Patel- SK Trivedi,Rajasthan Royals,0,Mumbai Indians,Rajasthan Royals
ST Jayasuriya,YV Takawale,ST Jayasuriya- YV Takawale,Mumbai Indians,41,Mumbai Indians,Rajasthan Royals
RV Uthappa,YV Takawale,RV Uthappa- YV Takawale,Mumbai Indians,23,Mumbai Indians,Rajasthan Royals
DJ Bravo,RV Uthappa,DJ Bravo- RV Uthappa,Mumbai Indians,8,Mumbai Indians,Rajasthan Royals
AM Nayar,RV Uthappa,AM Nayar- RV Uthappa,Mumbai Indians,32,Mumbai Indians,Rajasthan Royals
PA Patel,SP Fleming,PA Patel- SP Fleming,Chennai Super Kings,36,Deccan Chargers,Chennai Super Kings
S Anirudha,SP Fleming,S Anirudha- SP Fleming,Chennai Super Kings,11,Deccan Chargers,Chennai Super Kings
SK Raina,SP Fleming,SK Raina- SP Fleming,Chennai Super Kings,18,Deccan Chargers,Chennai Super Kings
S Badrinath,SK Raina,S Badrinath- SK Raina,Chennai Super Kings,10,Deccan Chargers,Chennai Super Kings
MS Dhoni,SK Raina,MS Dhoni- SK Raina,Chennai Super Kings,39,Deccan Chargers,Chennai Super Kings
JA Morkel,MS Dhoni,JA Morkel- MS Dhoni,Chennai Super Kings,4,Deccan Chargers,Chennai Super Kings
JA Morkel,Joginder Sharma,JA Morkel- Joginder Sharma,Chennai Super Kings,38,Deccan Chargers,Chennai Super Kings
JA Morkel,MS Gony,JA Morkel- MS Gony,Chennai Super Kings,20,Deccan Chargers,Chennai Super Kings
AC Gilchrist,HH Gibbs,AC Gilchrist- HH Gibbs,Deccan Chargers,44,Deccan Chargers,Chennai Super Kings
AC Gilchrist,SB Styris,AC Gilchrist- SB Styris,Deccan Chargers,54,Deccan Chargers,Chennai Super Kings
RG Sharma,SB Styris,RG Sharma- SB Styris,Deccan Chargers,47,Deccan Chargers,Chennai Super Kings
SB Styris,Shahid Afridi,SB Styris- Shahid Afridi,Deccan Chargers,23,Deccan Chargers,Chennai Super Kings
V Kohli,W Jaffer,V Kohli- W Jaffer,Royal Challengers Bangalore,24,Kings XI Punjab,Royal Challengers Bangalore
CL White,V Kohli,CL White- V Kohli,Royal Challengers Bangalore,0,Kings XI Punjab,Royal Challengers Bangalore
JH Kallis,V Kohli,JH Kallis- V Kohli,Royal Challengers Bangalore,14,Kings XI Punjab,Royal Challengers Bangalore
R Dravid,V Kohli,R Dravid- V Kohli,Royal Challengers Bangalore,54,Kings XI Punjab,Royal Challengers Bangalore
Misbah-ul-Haq,R Dravid,Misbah-ul-Haq- R Dravid,Royal Challengers Bangalore,29,Kings XI Punjab,Royal Challengers Bangalore
P Kumar,R Dravid,P Kumar- R Dravid,Royal Challengers Bangalore,0,Kings XI Punjab,Royal Challengers Bangalore
DT Patil,R Dravid,DT Patil- R Dravid,Royal Challengers Bangalore,4,Kings XI Punjab,Royal Challengers Bangalore
R Dravid,Z Khan,R Dravid- Z Khan,Royal Challengers Bangalore,14,Kings XI Punjab,Royal Challengers Bangalore
A Kumble,R Dravid,A Kumble- R Dravid,Royal Challengers Bangalore,8,Kings XI Punjab,Royal Challengers Bangalore
A Kumble,DW Steyn,A Kumble- DW Steyn,Royal Challengers Bangalore,2,Kings XI Punjab,Royal Challengers Bangalore
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,13,Kings XI Punjab,Royal Challengers Bangalore
RR Sarwan,SE Marsh,RR Sarwan- SE Marsh,Kings XI Punjab,54,Kings XI Punjab,Royal Challengers Bangalore
SE Marsh,Yuvraj Singh,SE Marsh- Yuvraj Singh,Kings XI Punjab,16,Kings XI Punjab,Royal Challengers Bangalore
DPMD Jayawardene,SE Marsh,DPMD Jayawardene- SE Marsh,Kings XI Punjab,25,Kings XI Punjab,Royal Challengers Bangalore
DPMD Jayawardene,IK Pathan,DPMD Jayawardene- IK Pathan,Kings XI Punjab,21,Kings XI Punjab,Royal Challengers Bangalore
PA Patel,SP Fleming,PA Patel- SP Fleming,Chennai Super Kings,21,Rajasthan Royals,Chennai Super Kings
S Vidyut,SP Fleming,S Vidyut- SP Fleming,Chennai Super Kings,1,Rajasthan Royals,Chennai Super Kings
S Vidyut,SK Raina,S Vidyut- SK Raina,Chennai Super Kings,10,Rajasthan Royals,Chennai Super Kings
S Badrinath,SK Raina,S Badrinath- SK Raina,Chennai Super Kings,27,Rajasthan Royals,Chennai Super Kings
MS Dhoni,SK Raina,MS Dhoni- SK Raina,Chennai Super Kings,6,Rajasthan Royals,Chennai Super Kings
JA Morkel,SK Raina,JA Morkel- SK Raina,Chennai Super Kings,44,Rajasthan Royals,Chennai Super Kings
JA Morkel,Joginder Sharma,JA Morkel- Joginder Sharma,Chennai Super Kings,3,Rajasthan Royals,Chennai Super Kings
JA Morkel,MS Gony,JA Morkel- MS Gony,Chennai Super Kings,5,Rajasthan Royals,Chennai Super Kings
M Muralitharan,MS Gony,M Muralitharan- MS Gony,Chennai Super Kings,0,Rajasthan Royals,Chennai Super Kings
M Ntini,MS Gony,M Ntini- MS Gony,Chennai Super Kings,13,Rajasthan Royals,Chennai Super Kings
GC Smith,SA Asnodkar,GC Smith- SA Asnodkar,Rajasthan Royals,91,Rajasthan Royals,Chennai Super Kings
GC Smith,YK Pathan,GC Smith- YK Pathan,Rajasthan Royals,14,Rajasthan Royals,Chennai Super Kings
GC Smith,SR Watson,GC Smith- SR Watson,Rajasthan Royals,18,Rajasthan Royals,Chennai Super Kings
ST Jayasuriya,YV Takawale,ST Jayasuriya- YV Takawale,Mumbai Indians,64,Mumbai Indians,Delhi Daredevils
DJ Thornely,ST Jayasuriya,DJ Thornely- ST Jayasuriya,Mumbai Indians,4,Mumbai Indians,Delhi Daredevils
DJ Thornely,RV Uthappa,DJ Thornely- RV Uthappa,Mumbai Indians,52,Mumbai Indians,Delhi Daredevils
DJ Bravo,DJ Thornely,DJ Bravo- DJ Thornely,Mumbai Indians,7,Mumbai Indians,Delhi Daredevils
AM Nayar,DJ Bravo,AM Nayar- DJ Bravo,Mumbai Indians,3,Mumbai Indians,Delhi Daredevils
DJ Bravo,SM Pollock,DJ Bravo- SM Pollock,Mumbai Indians,0,Mumbai Indians,Delhi Daredevils
SM Pollock,SS Tiwary,SM Pollock- SS Tiwary,Mumbai Indians,24,Mumbai Indians,Delhi Daredevils
RR Raje,SM Pollock,RR Raje- SM Pollock,Mumbai Indians,21,Mumbai Indians,Delhi Daredevils
A Nehra,RR Raje,A Nehra- RR Raje,Mumbai Indians,5,Mumbai Indians,Delhi Daredevils
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,8,Mumbai Indians,Delhi Daredevils
S Dhawan,V Sehwag,S Dhawan- V Sehwag,Delhi Daredevils,1,Mumbai Indians,Delhi Daredevils
AB de Villiers,V Sehwag,AB de Villiers- V Sehwag,Delhi Daredevils,33,Mumbai Indians,Delhi Daredevils
Shoaib Malik,V Sehwag,Shoaib Malik- V Sehwag,Delhi Daredevils,45,Mumbai Indians,Delhi Daredevils
KD Karthik,Shoaib Malik,KD Karthik- Shoaib Malik,Delhi Daredevils,27,Mumbai Indians,Delhi Daredevils
KD Karthik,R Bhatia,KD Karthik- R Bhatia,Delhi Daredevils,10,Mumbai Indians,Delhi Daredevils
PJ Sangwan,R Bhatia,PJ Sangwan- R Bhatia,Delhi Daredevils,11,Mumbai Indians,Delhi Daredevils
R Bhatia,VY Mahesh,R Bhatia- VY Mahesh,Delhi Daredevils,0,Mumbai Indians,Delhi Daredevils
Mohammad Asif,VY Mahesh,Mohammad Asif- VY Mahesh,Delhi Daredevils,2,Mumbai Indians,Delhi Daredevils
GD McGrath,VY Mahesh,GD McGrath- VY Mahesh,Delhi Daredevils,1,Mumbai Indians,Delhi Daredevils
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,29,Kings XI Punjab,Kolkata Knight Riders
KC Sangakkara,SE Marsh,KC Sangakkara- SE Marsh,Kings XI Punjab,21,Kings XI Punjab,Kolkata Knight Riders
SE Marsh,Yuvraj Singh,SE Marsh- Yuvraj Singh,Kings XI Punjab,33,Kings XI Punjab,Kolkata Knight Riders
DPMD Jayawardene,SE Marsh,DPMD Jayawardene- SE Marsh,Kings XI Punjab,16,Kings XI Punjab,Kolkata Knight Riders
DPMD Jayawardene,K Goel,DPMD Jayawardene- K Goel,Kings XI Punjab,4,Kings XI Punjab,Kolkata Knight Riders
IK Pathan,K Goel,IK Pathan- K Goel,Kings XI Punjab,4,Kings XI Punjab,Kolkata Knight Riders
IK Pathan,KC Sangakkara,IK Pathan- KC Sangakkara,Kings XI Punjab,49,Kings XI Punjab,Kolkata Knight Riders
IK Pathan,PP Chawla,IK Pathan- PP Chawla,Kings XI Punjab,23,Kings XI Punjab,Kolkata Knight Riders
Mohammad Hafeez,SC Ganguly,Mohammad Hafeez- SC Ganguly,Kolkata Knight Riders,45,Kings XI Punjab,Kolkata Knight Riders
DB Das,Mohammad Hafeez,DB Das- Mohammad Hafeez,Kolkata Knight Riders,1,Kings XI Punjab,Kolkata Knight Riders
BJ Hodge,DB Das,BJ Hodge- DB Das,Kolkata Knight Riders,2,Kings XI Punjab,Kolkata Knight Riders
DB Das,DJ Hussey,DB Das- DJ Hussey,Kolkata Knight Riders,4,Kings XI Punjab,Kolkata Knight Riders
DJ Hussey,LR Shukla,DJ Hussey- LR Shukla,Kolkata Knight Riders,21,Kings XI Punjab,Kolkata Knight Riders
DJ Hussey,WP Saha,DJ Hussey- WP Saha,Kolkata Knight Riders,104,Kings XI Punjab,Kolkata Knight Riders
AB Agarkar,WP Saha,AB Agarkar- WP Saha,Kolkata Knight Riders,15,Kings XI Punjab,Kolkata Knight Riders
AC Gilchrist,HH Gibbs,AC Gilchrist- HH Gibbs,Deccan Chargers,116,Royal Challengers Bangalore,Deccan Chargers
AC Gilchrist,RG Sharma,AC Gilchrist- RG Sharma,Deccan Chargers,8,Royal Challengers Bangalore,Deccan Chargers
LPC Silva,RG Sharma,LPC Silva- RG Sharma,Deccan Chargers,0,Royal Challengers Bangalore,Deccan Chargers
RG Sharma,Y Venugopal Rao,RG Sharma- Y Venugopal Rao,Deccan Chargers,14,Royal Challengers Bangalore,Deccan Chargers
DB Ravi Teja,Y Venugopal Rao,DB Ravi Teja- Y Venugopal Rao,Deccan Chargers,28,Royal Challengers Bangalore,Deccan Chargers
AS Yadav,Y Venugopal Rao,AS Yadav- Y Venugopal Rao,Deccan Chargers,13,Royal Challengers Bangalore,Deccan Chargers
AS Yadav,SB Bangar,AS Yadav- SB Bangar,Deccan Chargers,0,Royal Challengers Bangalore,Deccan Chargers
AS Yadav,WPUJC Vaas,AS Yadav- WPUJC Vaas,Deccan Chargers,0,Royal Challengers Bangalore,Deccan Chargers
AS Yadav,RP Singh,AS Yadav- RP Singh,Deccan Chargers,1,Royal Challengers Bangalore,Deccan Chargers
DP Vijaykumar,RP Singh,DP Vijaykumar- RP Singh,Deccan Chargers,0,Royal Challengers Bangalore,Deccan Chargers
JH Kallis,W Jaffer,JH Kallis- W Jaffer,Royal Challengers Bangalore,20,Royal Challengers Bangalore,Deccan Chargers
JH Kallis,Misbah-ul-Haq,JH Kallis- Misbah-ul-Haq,Royal Challengers Bangalore,26,Royal Challengers Bangalore,Deccan Chargers
Misbah-ul-Haq,R Dravid,Misbah-ul-Haq- R Dravid,Royal Challengers Bangalore,33,Royal Challengers Bangalore,Deccan Chargers
CL White,R Dravid,CL White- R Dravid,Royal Challengers Bangalore,40,Royal Challengers Bangalore,Deccan Chargers
CL White,V Kohli,CL White- V Kohli,Royal Challengers Bangalore,22,Royal Challengers Bangalore,Deccan Chargers
B Akhil,CL White,B Akhil- CL White,Royal Challengers Bangalore,30,Royal Challengers Bangalore,Deccan Chargers
PA Patel,SP Fleming,PA Patel- SP Fleming,Chennai Super Kings,53,Delhi Daredevils,Chennai Super Kings
PA Patel,S Vidyut,PA Patel- S Vidyut,Chennai Super Kings,42,Delhi Daredevils,Chennai Super Kings
MS Dhoni,S Vidyut,MS Dhoni- S Vidyut,Chennai Super Kings,57,Delhi Daredevils,Chennai Super Kings
JA Morkel,MS Dhoni,JA Morkel- MS Dhoni,Chennai Super Kings,15,Delhi Daredevils,Chennai Super Kings
JA Morkel,SK Raina,JA Morkel- SK Raina,Chennai Super Kings,8,Delhi Daredevils,Chennai Super Kings
JA Morkel,S Badrinath,JA Morkel- S Badrinath,Chennai Super Kings,18,Delhi Daredevils,Chennai Super Kings
Joginder Sharma,S Badrinath,Joginder Sharma- S Badrinath,Chennai Super Kings,6,Delhi Daredevils,Chennai Super Kings
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,121,Delhi Daredevils,Chennai Super Kings
AB de Villiers,G Gambhir,AB de Villiers- G Gambhir,Delhi Daredevils,24,Delhi Daredevils,Chennai Super Kings
AB de Villiers,S Dhawan,AB de Villiers- S Dhawan,Delhi Daredevils,33,Delhi Daredevils,Chennai Super Kings
GC Smith,SA Asnodkar,GC Smith- SA Asnodkar,Rajasthan Royals,44,Rajasthan Royals,Kolkata Knight Riders
M Kaif,SA Asnodkar,M Kaif- SA Asnodkar,Rajasthan Royals,42,Rajasthan Royals,Kolkata Knight Riders
SA Asnodkar,YK Pathan,SA Asnodkar- YK Pathan,Rajasthan Royals,53,Rajasthan Royals,Kolkata Knight Riders
SR Watson,YK Pathan,SR Watson- YK Pathan,Rajasthan Royals,5,Rajasthan Royals,Kolkata Knight Riders
RA Jadeja,YK Pathan,RA Jadeja- YK Pathan,Rajasthan Royals,57,Rajasthan Royals,Kolkata Knight Riders
SK Warne,YK Pathan,SK Warne- YK Pathan,Rajasthan Royals,22,Rajasthan Royals,Kolkata Knight Riders
SK Warne,Sohail Tanvir,SK Warne- Sohail Tanvir,Rajasthan Royals,2,Rajasthan Royals,Kolkata Knight Riders
M Rawat,Sohail Tanvir,M Rawat- Sohail Tanvir,Rajasthan Royals,4,Rajasthan Royals,Kolkata Knight Riders
SC Ganguly,Salman Butt,SC Ganguly- Salman Butt,Kolkata Knight Riders,19,Rajasthan Royals,Kolkata Knight Riders
AB Agarkar,SC Ganguly,AB Agarkar- SC Ganguly,Kolkata Knight Riders,29,Rajasthan Royals,Kolkata Knight Riders
BJ Hodge,SC Ganguly,BJ Hodge- SC Ganguly,Kolkata Knight Riders,7,Rajasthan Royals,Kolkata Knight Riders
DJ Hussey,SC Ganguly,DJ Hussey- SC Ganguly,Kolkata Knight Riders,68,Rajasthan Royals,Kolkata Knight Riders
DJ Hussey,LR Shukla,DJ Hussey- LR Shukla,Kolkata Knight Riders,2,Rajasthan Royals,Kolkata Knight Riders
DB Das,DJ Hussey,DB Das- DJ Hussey,Kolkata Knight Riders,22,Rajasthan Royals,Kolkata Knight Riders
DB Das,WP Saha,DB Das- WP Saha,Kolkata Knight Riders,2,Rajasthan Royals,Kolkata Knight Riders
DB Das,Umar Gul,DB Das- Umar Gul,Kolkata Knight Riders,2,Rajasthan Royals,Kolkata Knight Riders
I Sharma,Umar Gul,I Sharma- Umar Gul,Kolkata Knight Riders,1,Rajasthan Royals,Kolkata Knight Riders
AB Dinda,I Sharma,AB Dinda- I Sharma,Kolkata Knight Riders,3,Rajasthan Royals,Kolkata Knight Riders
AC Gilchrist,VVS Laxman,AC Gilchrist- VVS Laxman,Deccan Chargers,30,Kings XI Punjab,Deccan Chargers
HH Gibbs,VVS Laxman,HH Gibbs- VVS Laxman,Deccan Chargers,27,Kings XI Punjab,Deccan Chargers
RG Sharma,VVS Laxman,RG Sharma- VVS Laxman,Deccan Chargers,13,Kings XI Punjab,Deccan Chargers
RG Sharma,Shahid Afridi,RG Sharma- Shahid Afridi,Deccan Chargers,23,Kings XI Punjab,Deccan Chargers
RG Sharma,Y Venugopal Rao,RG Sharma- Y Venugopal Rao,Deccan Chargers,2,Kings XI Punjab,Deccan Chargers
RG Sharma,SB Bangar,RG Sharma- SB Bangar,Deccan Chargers,6,Kings XI Punjab,Deccan Chargers
DNT Zoysa,RG Sharma,DNT Zoysa- RG Sharma,Deccan Chargers,21,Kings XI Punjab,Deccan Chargers
D Kalyankrishna,RG Sharma,D Kalyankrishna- RG Sharma,Deccan Chargers,35,Kings XI Punjab,Deccan Chargers
RG Sharma,RP Singh,RG Sharma- RP Singh,Deccan Chargers,10,Kings XI Punjab,Deccan Chargers
RR Sarwan,SE Marsh,RR Sarwan- SE Marsh,Kings XI Punjab,51,Kings XI Punjab,Deccan Chargers
KC Sangakkara,SE Marsh,KC Sangakkara- SE Marsh,Kings XI Punjab,4,Kings XI Punjab,Deccan Chargers
SE Marsh,Yuvraj Singh,SE Marsh- Yuvraj Singh,Kings XI Punjab,41,Kings XI Punjab,Deccan Chargers
DPMD Jayawardene,SE Marsh,DPMD Jayawardene- SE Marsh,Kings XI Punjab,81,Kings XI Punjab,Deccan Chargers
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,134,Delhi Daredevils,Royal Challengers Bangalore
G Gambhir,S Dhawan,G Gambhir- S Dhawan,Delhi Daredevils,98,Delhi Daredevils,Royal Challengers Bangalore
G Gambhir,Shoaib Malik,G Gambhir- Shoaib Malik,Delhi Daredevils,8,Delhi Daredevils,Royal Challengers Bangalore
G Gambhir,KD Karthik,G Gambhir- KD Karthik,Delhi Daredevils,8,Delhi Daredevils,Royal Challengers Bangalore
G Gambhir,MK Tiwary,G Gambhir- MK Tiwary,Delhi Daredevils,12,Delhi Daredevils,Royal Challengers Bangalore
MK Tiwary,R Bhatia,MK Tiwary- R Bhatia,Delhi Daredevils,12,Delhi Daredevils,Royal Challengers Bangalore
P Kumar,W Jaffer,P Kumar- W Jaffer,Royal Challengers Bangalore,18,Delhi Daredevils,Royal Challengers Bangalore
LRPL Taylor,W Jaffer,LRPL Taylor- W Jaffer,Royal Challengers Bangalore,40,Delhi Daredevils,Royal Challengers Bangalore
JH Kallis,W Jaffer,JH Kallis- W Jaffer,Royal Challengers Bangalore,2,Delhi Daredevils,Royal Challengers Bangalore
JH Kallis,R Dravid,JH Kallis- R Dravid,Royal Challengers Bangalore,87,Delhi Daredevils,Royal Challengers Bangalore
JH Kallis,MV Boucher,JH Kallis- MV Boucher,Royal Challengers Bangalore,27,Delhi Daredevils,Royal Challengers Bangalore
MV Boucher,V Kohli,MV Boucher- V Kohli,Royal Challengers Bangalore,19,Delhi Daredevils,Royal Challengers Bangalore
BB McCullum,SC Ganguly,BB McCullum- SC Ganguly,Kolkata Knight Riders,24,Mumbai Indians,Kolkata Knight Riders
BB McCullum,RT Ponting,BB McCullum- RT Ponting,Kolkata Knight Riders,1,Mumbai Indians,Kolkata Knight Riders
DB Das,RT Ponting,DB Das- RT Ponting,Kolkata Knight Riders,34,Mumbai Indians,Kolkata Knight Riders
DJ Hussey,RT Ponting,DJ Hussey- RT Ponting,Kolkata Knight Riders,34,Mumbai Indians,Kolkata Knight Riders
Mohammad Hafeez,RT Ponting,Mohammad Hafeez- RT Ponting,Kolkata Knight Riders,3,Mumbai Indians,Kolkata Knight Riders
LR Shukla,Mohammad Hafeez,LR Shukla- Mohammad Hafeez,Kolkata Knight Riders,0,Mumbai Indians,Kolkata Knight Riders
