 player1,player2,partner-name,team,partnership,winner,looser
DPMD Jayawardene,PP Chawla,DPMD Jayawardene- PP Chawla,Kings XI Punjab,29,Kings XI Punjab,Deccan Chargers
JH Kallis,SP Goswami,JH Kallis- SP Goswami,Royal Challengers Bangalore,36,Royal Challengers Bangalore,Chennai Super Kings
SP Goswami,V Kohli,SP Goswami- V Kohli,Royal Challengers Bangalore,15,Royal Challengers Bangalore,Chennai Super Kings
R Dravid,V Kohli,R Dravid- V Kohli,Royal Challengers Bangalore,11,Royal Challengers Bangalore,Chennai Super Kings
Misbah-ul-Haq,R Dravid,Misbah-ul-Haq- R Dravid,Royal Challengers Bangalore,8,Royal Challengers Bangalore,Chennai Super Kings
MV Boucher,R Dravid,MV Boucher- R Dravid,Royal Challengers Bangalore,35,Royal Challengers Bangalore,Chennai Super Kings
B Akhil,R Dravid,B Akhil- R Dravid,Royal Challengers Bangalore,21,Royal Challengers Bangalore,Chennai Super Kings
B Akhil,P Kumar,B Akhil- P Kumar,Royal Challengers Bangalore,27,Royal Challengers Bangalore,Chennai Super Kings
B Akhil,R Vinay Kumar,B Akhil- R Vinay Kumar,Royal Challengers Bangalore,0,Royal Challengers Bangalore,Chennai Super Kings
A Kumble,B Akhil,A Kumble- B Akhil,Royal Challengers Bangalore,2,Royal Challengers Bangalore,Chennai Super Kings
PA Patel,SP Fleming,PA Patel- SP Fleming,Chennai Super Kings,62,Royal Challengers Bangalore,Chennai Super Kings
MS Dhoni,SP Fleming,MS Dhoni- SP Fleming,Chennai Super Kings,5,Royal Challengers Bangalore,Chennai Super Kings
SK Raina,SP Fleming,SK Raina- SP Fleming,Chennai Super Kings,20,Royal Challengers Bangalore,Chennai Super Kings
S Badrinath,SK Raina,S Badrinath- SK Raina,Chennai Super Kings,2,Royal Challengers Bangalore,Chennai Super Kings
JA Morkel,SK Raina,JA Morkel- SK Raina,Chennai Super Kings,6,Royal Challengers Bangalore,Chennai Super Kings
S Vidyut,SK Raina,S Vidyut- SK Raina,Chennai Super Kings,0,Royal Challengers Bangalore,Chennai Super Kings
MS Gony,SK Raina,MS Gony- SK Raina,Chennai Super Kings,15,Royal Challengers Bangalore,Chennai Super Kings
L Balaji,SK Raina,L Balaji- SK Raina,Chennai Super Kings,2,Royal Challengers Bangalore,Chennai Super Kings
M Ntini,SK Raina,M Ntini- SK Raina,Chennai Super Kings,2,Royal Challengers Bangalore,Chennai Super Kings
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,3,Kings XI Punjab,Mumbai Indians
LA Pomersbach,SE Marsh,LA Pomersbach- SE Marsh,Kings XI Punjab,133,Kings XI Punjab,Mumbai Indians
LA Pomersbach,Yuvraj Singh,LA Pomersbach- Yuvraj Singh,Kings XI Punjab,14,Kings XI Punjab,Mumbai Indians
DPMD Jayawardene,LA Pomersbach,DPMD Jayawardene- LA Pomersbach,Kings XI Punjab,2,Kings XI Punjab,Mumbai Indians
IK Pathan,LA Pomersbach,IK Pathan- LA Pomersbach,Kings XI Punjab,39,Kings XI Punjab,Mumbai Indians
SR Tendulkar,ST Jayasuriya,SR Tendulkar- ST Jayasuriya,Mumbai Indians,75,Kings XI Punjab,Mumbai Indians
DR Smith,SR Tendulkar,DR Smith- SR Tendulkar,Mumbai Indians,45,Kings XI Punjab,Mumbai Indians
AM Nayar,SR Tendulkar,AM Nayar- SR Tendulkar,Mumbai Indians,46,Kings XI Punjab,Mumbai Indians
RV Uthappa,SR Tendulkar,RV Uthappa- SR Tendulkar,Mumbai Indians,32,Kings XI Punjab,Mumbai Indians
RV Uthappa,SM Pollock,RV Uthappa- SM Pollock,Mumbai Indians,0,Kings XI Punjab,Mumbai Indians
PR Shah,RV Uthappa,PR Shah- RV Uthappa,Mumbai Indians,4,Kings XI Punjab,Mumbai Indians
PR Shah,SD Chitnis,PR Shah- SD Chitnis,Mumbai Indians,7,Kings XI Punjab,Mumbai Indians
CRD Fernando,SD Chitnis,CRD Fernando- SD Chitnis,Mumbai Indians,13,Kings XI Punjab,Mumbai Indians
A Nehra,CRD Fernando,A Nehra- CRD Fernando,Mumbai Indians,3,Kings XI Punjab,Mumbai Indians
CRD Fernando,VS Yeligati,CRD Fernando- VS Yeligati,Mumbai Indians,2,Kings XI Punjab,Mumbai Indians
Mohammad Hafeez,Salman Butt,Mohammad Hafeez- Salman Butt,Kolkata Knight Riders,9,Rajasthan Royals,Kolkata Knight Riders
SC Ganguly,Salman Butt,SC Ganguly- Salman Butt,Kolkata Knight Riders,33,Rajasthan Royals,Kolkata Knight Riders
DJ Hussey,SC Ganguly,DJ Hussey- SC Ganguly,Kolkata Knight Riders,31,Rajasthan Royals,Kolkata Knight Riders
DB Das,SC Ganguly,DB Das- SC Ganguly,Kolkata Knight Riders,24,Rajasthan Royals,Kolkata Knight Riders
DB Das,LR Shukla,DB Das- LR Shukla,Kolkata Knight Riders,23,Rajasthan Royals,Kolkata Knight Riders
LR Shukla,WP Saha,LR Shukla- WP Saha,Kolkata Knight Riders,5,Rajasthan Royals,Kolkata Knight Riders
AB Agarkar,WP Saha,AB Agarkar- WP Saha,Kolkata Knight Riders,6,Rajasthan Royals,Kolkata Knight Riders
Umar Gul,WP Saha,Umar Gul- WP Saha,Kolkata Knight Riders,13,Rajasthan Royals,Kolkata Knight Riders
I Sharma,WP Saha,I Sharma- WP Saha,Kolkata Knight Riders,5,Rajasthan Royals,Kolkata Knight Riders
GC Smith,SA Asnodkar,GC Smith- SA Asnodkar,Rajasthan Royals,21,Rajasthan Royals,Kolkata Knight Riders
GC Smith,Sohail Tanvir,GC Smith- Sohail Tanvir,Rajasthan Royals,26,Rajasthan Royals,Kolkata Knight Riders
GC Smith,M Kaif,GC Smith- M Kaif,Rajasthan Royals,0,Rajasthan Royals,Kolkata Knight Riders
M Kaif,SR Watson,M Kaif- SR Watson,Rajasthan Royals,27,Rajasthan Royals,Kolkata Knight Riders
M Kaif,YK Pathan,M Kaif- YK Pathan,Rajasthan Royals,81,Rajasthan Royals,Kolkata Knight Riders
B Chipli,JH Kallis,B Chipli- JH Kallis,Royal Challengers Bangalore,112,Delhi Daredevils,Royal Challengers Bangalore
JH Kallis,SP Goswami,JH Kallis- SP Goswami,Royal Challengers Bangalore,10,Delhi Daredevils,Royal Challengers Bangalore
R Dravid,SP Goswami,R Dravid- SP Goswami,Royal Challengers Bangalore,32,Delhi Daredevils,Royal Challengers Bangalore
Misbah-ul-Haq,SP Goswami,Misbah-ul-Haq- SP Goswami,Royal Challengers Bangalore,29,Delhi Daredevils,Royal Challengers Bangalore
CL White,Misbah-ul-Haq,CL White- Misbah-ul-Haq,Royal Challengers Bangalore,3,Delhi Daredevils,Royal Challengers Bangalore
B Akhil,Misbah-ul-Haq,B Akhil- Misbah-ul-Haq,Royal Challengers Bangalore,17,Delhi Daredevils,Royal Challengers Bangalore
Misbah-ul-Haq,P Kumar,Misbah-ul-Haq- P Kumar,Royal Challengers Bangalore,4,Delhi Daredevils,Royal Challengers Bangalore
Misbah-ul-Haq,Z Khan,Misbah-ul-Haq- Z Khan,Royal Challengers Bangalore,28,Delhi Daredevils,Royal Challengers Bangalore
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,118,Delhi Daredevils,Royal Challengers Bangalore
AB de Villiers,G Gambhir,AB de Villiers- G Gambhir,Delhi Daredevils,10,Delhi Daredevils,Royal Challengers Bangalore
AB de Villiers,TM Dilshan,AB de Villiers- TM Dilshan,Delhi Daredevils,21,Delhi Daredevils,Royal Challengers Bangalore
AB de Villiers,S Dhawan,AB de Villiers- S Dhawan,Delhi Daredevils,2,Delhi Daredevils,Royal Challengers Bangalore
KD Karthik,S Dhawan,KD Karthik- S Dhawan,Delhi Daredevils,9,Delhi Daredevils,Royal Challengers Bangalore
MF Maharoof,S Dhawan,MF Maharoof- S Dhawan,Delhi Daredevils,26,Delhi Daredevils,Royal Challengers Bangalore
Mohammad Hafeez,Salman Butt,Mohammad Hafeez- Salman Butt,Kolkata Knight Riders,40,Chennai Super Kings,Kolkata Knight Riders
SC Ganguly,Salman Butt,SC Ganguly- Salman Butt,Kolkata Knight Riders,14,Chennai Super Kings,Kolkata Knight Riders
DB Das,Salman Butt,DB Das- Salman Butt,Kolkata Knight Riders,86,Chennai Super Kings,Kolkata Knight Riders
DJ Hussey,Salman Butt,DJ Hussey- Salman Butt,Kolkata Knight Riders,0,Chennai Super Kings,Kolkata Knight Riders
LR Shukla,Salman Butt,LR Shukla- Salman Butt,Kolkata Knight Riders,8,Chennai Super Kings,Kolkata Knight Riders
LR Shukla,WP Saha,LR Shukla- WP Saha,Kolkata Knight Riders,27,Chennai Super Kings,Kolkata Knight Riders
SR Tendulkar,ST Jayasuriya,SR Tendulkar- ST Jayasuriya,Mumbai Indians,121,Mumbai Indians,Deccan Chargers
DJ Thornely,SR Tendulkar,DJ Thornely- SR Tendulkar,Mumbai Indians,33,Mumbai Indians,Deccan Chargers
AM Nayar,DJ Thornely,AM Nayar- DJ Thornely,Mumbai Indians,0,Mumbai Indians,Deccan Chargers
AM Nayar,RV Uthappa,AM Nayar- RV Uthappa,Mumbai Indians,24,Mumbai Indians,Deccan Chargers
AM Nayar,DJ Bravo,AM Nayar- DJ Bravo,Mumbai Indians,54,Mumbai Indians,Deccan Chargers
DJ Bravo,PR Shah,DJ Bravo- PR Shah,Mumbai Indians,6,Mumbai Indians,Deccan Chargers
PR Shah,YV Takawale,PR Shah- YV Takawale,Mumbai Indians,19,Mumbai Indians,Deccan Chargers
RR Raje,YV Takawale,RR Raje- YV Takawale,Mumbai Indians,3,Mumbai Indians,Deccan Chargers
AC Gilchrist,Shahid Afridi,AC Gilchrist- Shahid Afridi,Deccan Chargers,10,Mumbai Indians,Deccan Chargers
AC Gilchrist,RG Sharma,AC Gilchrist- RG Sharma,Deccan Chargers,13,Mumbai Indians,Deccan Chargers
LPC Silva,RG Sharma,LPC Silva- RG Sharma,Deccan Chargers,0,Mumbai Indians,Deccan Chargers
LPC Silva,Y Venugopal Rao,LPC Silva- Y Venugopal Rao,Deccan Chargers,36,Mumbai Indians,Deccan Chargers
DB Ravi Teja,Y Venugopal Rao,DB Ravi Teja- Y Venugopal Rao,Deccan Chargers,74,Mumbai Indians,Deccan Chargers
DB Ravi Teja,DNT Zoysa,DB Ravi Teja- DNT Zoysa,Deccan Chargers,6,Mumbai Indians,Deccan Chargers
DNT Zoysa,H Das,DNT Zoysa- H Das,Deccan Chargers,9,Mumbai Indians,Deccan Chargers
DNT Zoysa,RP Singh,DNT Zoysa- RP Singh,Deccan Chargers,8,Mumbai Indians,Deccan Chargers
GC Smith,SA Asnodkar,GC Smith- SA Asnodkar,Rajasthan Royals,117,Rajasthan Royals,Royal Challengers Bangalore
GC Smith,SR Watson,GC Smith- SR Watson,Rajasthan Royals,88,Rajasthan Royals,Royal Challengers Bangalore
J Arunkumar,V Kohli,J Arunkumar- V Kohli,Royal Challengers Bangalore,88,Rajasthan Royals,Royal Challengers Bangalore
Misbah-ul-Haq,V Kohli,Misbah-ul-Haq- V Kohli,Royal Challengers Bangalore,2,Rajasthan Royals,Royal Challengers Bangalore
JH Kallis,V Kohli,JH Kallis- V Kohli,Royal Challengers Bangalore,3,Rajasthan Royals,Royal Challengers Bangalore
CL White,JH Kallis,CL White- JH Kallis,Royal Challengers Bangalore,26,Rajasthan Royals,Royal Challengers Bangalore
JH Kallis,R Dravid,JH Kallis- R Dravid,Royal Challengers Bangalore,9,Rajasthan Royals,Royal Challengers Bangalore
DT Patil,R Dravid,DT Patil- R Dravid,Royal Challengers Bangalore,33,Rajasthan Royals,Royal Challengers Bangalore
P Kumar,R Dravid,P Kumar- R Dravid,Royal Challengers Bangalore,0,Rajasthan Royals,Royal Challengers Bangalore
R Dravid,Z Khan,R Dravid- Z Khan,Royal Challengers Bangalore,10,Rajasthan Royals,Royal Challengers Bangalore
A Kumble,R Dravid,A Kumble- R Dravid,Royal Challengers Bangalore,35,Rajasthan Royals,Royal Challengers Bangalore
Abdur Razzak,R Dravid,Abdur Razzak- R Dravid,Royal Challengers Bangalore,14,Rajasthan Royals,Royal Challengers Bangalore
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,89,Kings XI Punjab,Delhi Daredevils
S Dhawan,V Sehwag,S Dhawan- V Sehwag,Delhi Daredevils,29,Kings XI Punjab,Delhi Daredevils
TM Dilshan,V Sehwag,TM Dilshan- V Sehwag,Delhi Daredevils,11,Kings XI Punjab,Delhi Daredevils
MF Maharoof,V Sehwag,MF Maharoof- V Sehwag,Delhi Daredevils,1,Kings XI Punjab,Delhi Daredevils
Shoaib Malik,V Sehwag,Shoaib Malik- V Sehwag,Delhi Daredevils,2,Kings XI Punjab,Delhi Daredevils
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,5,Kings XI Punjab,Delhi Daredevils
JR Hopes,Yuvraj Singh,JR Hopes- Yuvraj Singh,Kings XI Punjab,27,Kings XI Punjab,Delhi Daredevils
JR Hopes,LA Pomersbach,JR Hopes- LA Pomersbach,Kings XI Punjab,1,Kings XI Punjab,Delhi Daredevils
DPMD Jayawardene,LA Pomersbach,DPMD Jayawardene- LA Pomersbach,Kings XI Punjab,63,Kings XI Punjab,Delhi Daredevils
A Chopra,Salman Butt,A Chopra- Salman Butt,Kolkata Knight Riders,79,Mumbai Indians,Kolkata Knight Riders
A Chopra,SC Ganguly,A Chopra- SC Ganguly,Kolkata Knight Riders,0,Mumbai Indians,Kolkata Knight Riders
DJ Hussey,SC Ganguly,DJ Hussey- SC Ganguly,Kolkata Knight Riders,5,Mumbai Indians,Kolkata Knight Riders
Mohammad Hafeez,SC Ganguly,Mohammad Hafeez- SC Ganguly,Kolkata Knight Riders,7,Mumbai Indians,Kolkata Knight Riders
SC Ganguly,WP Saha,SC Ganguly- WP Saha,Kolkata Knight Riders,1,Mumbai Indians,Kolkata Knight Riders
LR Shukla,SC Ganguly,LR Shukla- SC Ganguly,Kolkata Knight Riders,6,Mumbai Indians,Kolkata Knight Riders
AB Agarkar,SC Ganguly,AB Agarkar- SC Ganguly,Kolkata Knight Riders,20,Mumbai Indians,Kolkata Knight Riders
AB Agarkar,Shoaib Akhtar,AB Agarkar- Shoaib Akhtar,Kolkata Knight Riders,5,Mumbai Indians,Kolkata Knight Riders
I Sharma,Shoaib Akhtar,I Sharma- Shoaib Akhtar,Kolkata Knight Riders,5,Mumbai Indians,Kolkata Knight Riders
AB Dinda,Shoaib Akhtar,AB Dinda- Shoaib Akhtar,Kolkata Knight Riders,2,Mumbai Indians,Kolkata Knight Riders
SR Tendulkar,ST Jayasuriya,SR Tendulkar- ST Jayasuriya,Mumbai Indians,8,Mumbai Indians,Kolkata Knight Riders
RV Uthappa,ST Jayasuriya,RV Uthappa- ST Jayasuriya,Mumbai Indians,42,Mumbai Indians,Kolkata Knight Riders
DJ Thornely,ST Jayasuriya,DJ Thornely- ST Jayasuriya,Mumbai Indians,20,Mumbai Indians,Kolkata Knight Riders
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,27,Delhi Daredevils,Deccan Chargers
G Gambhir,S Dhawan,G Gambhir- S Dhawan,Delhi Daredevils,133,Delhi Daredevils,Deccan Chargers
MF Maharoof,S Dhawan,MF Maharoof- S Dhawan,Delhi Daredevils,26,Delhi Daredevils,Deccan Chargers
S Dhawan,TM Dilshan,S Dhawan- TM Dilshan,Delhi Daredevils,24,Delhi Daredevils,Deccan Chargers
MK Tiwary,S Dhawan,MK Tiwary- S Dhawan,Delhi Daredevils,4,Delhi Daredevils,Deccan Chargers
AC Gilchrist,Shahid Afridi,AC Gilchrist- Shahid Afridi,Deccan Chargers,25,Delhi Daredevils,Deccan Chargers
HH Gibbs,Shahid Afridi,HH Gibbs- Shahid Afridi,Deccan Chargers,50,Delhi Daredevils,Deccan Chargers
HH Gibbs,RG Sharma,HH Gibbs- RG Sharma,Deccan Chargers,4,Delhi Daredevils,Deccan Chargers
RG Sharma,SB Styris,RG Sharma- SB Styris,Deccan Chargers,39,Delhi Daredevils,Deccan Chargers
SB Styris,Y Venugopal Rao,SB Styris- Y Venugopal Rao,Deccan Chargers,40,Delhi Daredevils,Deccan Chargers
DB Ravi Teja,Y Venugopal Rao,DB Ravi Teja- Y Venugopal Rao,Deccan Chargers,17,Delhi Daredevils,Deccan Chargers
DB Ravi Teja,RP Singh,DB Ravi Teja- RP Singh,Deccan Chargers,9,Delhi Daredevils,Deccan Chargers
PP Ojha,RP Singh,PP Ojha- RP Singh,Deccan Chargers,0,Delhi Daredevils,Deccan Chargers
DP Vijaykumar,RP Singh,DP Vijaykumar- RP Singh,Deccan Chargers,0,Delhi Daredevils,Deccan Chargers
DP Vijaykumar,PM Sarvesh Kumar,DP Vijaykumar- PM Sarvesh Kumar,Deccan Chargers,2,Delhi Daredevils,Deccan Chargers
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,135,Kings XI Punjab,Rajasthan Royals
SE Marsh,Yuvraj Singh,SE Marsh- Yuvraj Singh,Kings XI Punjab,80,Kings XI Punjab,Rajasthan Royals
LA Pomersbach,Yuvraj Singh,LA Pomersbach- Yuvraj Singh,Kings XI Punjab,8,Kings XI Punjab,Rajasthan Royals
M Kaif,NK Patel,M Kaif- NK Patel,Rajasthan Royals,13,Kings XI Punjab,Rajasthan Royals
NK Patel,Younis Khan,NK Patel- Younis Khan,Rajasthan Royals,24,Kings XI Punjab,Rajasthan Royals
NK Patel,SR Watson,NK Patel- SR Watson,Rajasthan Royals,49,Kings XI Punjab,Rajasthan Royals
SR Watson,YK Pathan,SR Watson- YK Pathan,Rajasthan Royals,21,Kings XI Punjab,Rajasthan Royals
Kamran Akmal,YK Pathan,Kamran Akmal- YK Pathan,Rajasthan Royals,33,Kings XI Punjab,Rajasthan Royals
M Rawat,YK Pathan,M Rawat- YK Pathan,Rajasthan Royals,39,Kings XI Punjab,Rajasthan Royals
D Salunkhe,M Rawat,D Salunkhe- M Rawat,Rajasthan Royals,7,Kings XI Punjab,Rajasthan Royals
M Rawat,Pankaj Singh,M Rawat- Pankaj Singh,Rajasthan Royals,2,Kings XI Punjab,Rajasthan Royals
S Vidyut,SP Fleming,S Vidyut- SP Fleming,Chennai Super Kings,20,Mumbai Indians,Chennai Super Kings
SK Raina,SP Fleming,SK Raina- SP Fleming,Chennai Super Kings,10,Mumbai Indians,Chennai Super Kings
S Badrinath,SP Fleming,S Badrinath- SP Fleming,Chennai Super Kings,18,Mumbai Indians,Chennai Super Kings
CK Kapugedera,S Badrinath,CK Kapugedera- S Badrinath,Chennai Super Kings,0,Mumbai Indians,Chennai Super Kings
MS Dhoni,S Badrinath,MS Dhoni- S Badrinath,Chennai Super Kings,95,Mumbai Indians,Chennai Super Kings
JA Morkel,MS Dhoni,JA Morkel- MS Dhoni,Chennai Super Kings,15,Mumbai Indians,Chennai Super Kings
SR Tendulkar,ST Jayasuriya,SR Tendulkar- ST Jayasuriya,Mumbai Indians,97,Mumbai Indians,Chennai Super Kings
RV Uthappa,ST Jayasuriya,RV Uthappa- ST Jayasuriya,Mumbai Indians,76,Mumbai Indians,Chennai Super Kings
A Chopra,Salman Butt,A Chopra- Salman Butt,Kolkata Knight Riders,111,Kolkata Knight Riders,Delhi Daredevils
SC Ganguly,Salman Butt,SC Ganguly- Salman Butt,Kolkata Knight Riders,12,Kolkata Knight Riders,Delhi Daredevils
DJ Hussey,Salman Butt,DJ Hussey- Salman Butt,Kolkata Knight Riders,40,Kolkata Knight Riders,Delhi Daredevils
DJ Hussey,T Taibu,DJ Hussey- T Taibu,Kolkata Knight Riders,12,Kolkata Knight Riders,Delhi Daredevils
DJ Hussey,LR Shukla,DJ Hussey- LR Shukla,Kolkata Knight Riders,20,Kolkata Knight Riders,Delhi Daredevils
DJ Hussey,WP Saha,DJ Hussey- WP Saha,Kolkata Knight Riders,10,Kolkata Knight Riders,Delhi Daredevils
Iqbal Abdulla,WP Saha,Iqbal Abdulla- WP Saha,Kolkata Knight Riders,4,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,6,Kolkata Knight Riders,Delhi Daredevils
AB de Villiers,G Gambhir,AB de Villiers- G Gambhir,Delhi Daredevils,15,Kolkata Knight Riders,Delhi Daredevils
AB de Villiers,MK Tiwary,AB de Villiers- MK Tiwary,Delhi Daredevils,11,Kolkata Knight Riders,Delhi Daredevils
MK Tiwary,S Dhawan,MK Tiwary- S Dhawan,Delhi Daredevils,0,Kolkata Knight Riders,Delhi Daredevils
S Dhawan,TM Dilshan,S Dhawan- TM Dilshan,Delhi Daredevils,15,Kolkata Knight Riders,Delhi Daredevils
A Mishra,TM Dilshan,A Mishra- TM Dilshan,Delhi Daredevils,24,Kolkata Knight Riders,Delhi Daredevils
A Mishra,MF Maharoof,A Mishra- MF Maharoof,Delhi Daredevils,34,Kolkata Knight Riders,Delhi Daredevils
A Mishra,VY Mahesh,A Mishra- VY Mahesh,Delhi Daredevils,4,Kolkata Knight Riders,Delhi Daredevils
PJ Sangwan,VY Mahesh,PJ Sangwan- VY Mahesh,Delhi Daredevils,0,Kolkata Knight Riders,Delhi Daredevils
GD McGrath,VY Mahesh,GD McGrath- VY Mahesh,Delhi Daredevils,5,Kolkata Knight Riders,Delhi Daredevils
J Arunkumar,V Kohli,J Arunkumar- V Kohli,Royal Challengers Bangalore,9,Kings XI Punjab,Royal Challengers Bangalore
Misbah-ul-Haq,V Kohli,Misbah-ul-Haq- V Kohli,Royal Challengers Bangalore,32,Kings XI Punjab,Royal Challengers Bangalore
CL White,V Kohli,CL White- V Kohli,Royal Challengers Bangalore,13,Kings XI Punjab,Royal Challengers Bangalore
CL White,R Dravid,CL White- R Dravid,Royal Challengers Bangalore,25,Kings XI Punjab,Royal Challengers Bangalore
MV Boucher,R Dravid,MV Boucher- R Dravid,Royal Challengers Bangalore,28,Kings XI Punjab,Royal Challengers Bangalore
MV Boucher,P Kumar,MV Boucher- P Kumar,Royal Challengers Bangalore,21,Kings XI Punjab,Royal Challengers Bangalore
MV Boucher,R Vinay Kumar,MV Boucher- R Vinay Kumar,Royal Challengers Bangalore,6,Kings XI Punjab,Royal Challengers Bangalore
MV Boucher,Z Khan,MV Boucher- Z Khan,Royal Challengers Bangalore,10,Kings XI Punjab,Royal Challengers Bangalore
A Kumble,Z Khan,A Kumble- Z Khan,Royal Challengers Bangalore,4,Kings XI Punjab,Royal Challengers Bangalore
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,46,Kings XI Punjab,Royal Challengers Bangalore
LA Pomersbach,SE Marsh,LA Pomersbach- SE Marsh,Kings XI Punjab,102,Kings XI Punjab,Royal Challengers Bangalore
G Gambhir,V Sehwag,G Gambhir- V Sehwag,Delhi Daredevils,149,Rajasthan Royals,Delhi Daredevils
G Gambhir,S Dhawan,G Gambhir- S Dhawan,Delhi Daredevils,5,Rajasthan Royals,Delhi Daredevils
AB de Villiers,G Gambhir,AB de Villiers- G Gambhir,Delhi Daredevils,16,Rajasthan Royals,Delhi Daredevils
AB de Villiers,KD Karthik,AB de Villiers- KD Karthik,Delhi Daredevils,24,Rajasthan Royals,Delhi Daredevils
KD Karthik,TM Dilshan,KD Karthik- TM Dilshan,Delhi Daredevils,2,Rajasthan Royals,Delhi Daredevils
A Mishra,TM Dilshan,A Mishra- TM Dilshan,Delhi Daredevils,6,Rajasthan Royals,Delhi Daredevils
MF Maharoof,TM Dilshan,MF Maharoof- TM Dilshan,Delhi Daredevils,54,Rajasthan Royals,Delhi Daredevils
TM Dilshan,VY Mahesh,TM Dilshan- VY Mahesh,Delhi Daredevils,2,Rajasthan Royals,Delhi Daredevils
GC Smith,YK Pathan,GC Smith- YK Pathan,Rajasthan Royals,13,Rajasthan Royals,Delhi Daredevils
GC Smith,M Kaif,GC Smith- M Kaif,Rajasthan Royals,4,Rajasthan Royals,Delhi Daredevils
GC Smith,SR Watson,GC Smith- SR Watson,Rajasthan Royals,71,Rajasthan Royals,Delhi Daredevils
RA Jadeja,SR Watson,RA Jadeja- SR Watson,Rajasthan Royals,13,Rajasthan Royals,Delhi Daredevils
AD Mascarenhas,SR Watson,AD Mascarenhas- SR Watson,Rajasthan Royals,28,Rajasthan Royals,Delhi Daredevils
SK Warne,SR Watson,SK Warne- SR Watson,Rajasthan Royals,23,Rajasthan Royals,Delhi Daredevils
NK Patel,SR Watson,NK Patel- SR Watson,Rajasthan Royals,0,Rajasthan Royals,Delhi Daredevils
M Rawat,NK Patel,M Rawat- NK Patel,Rajasthan Royals,9,Rajasthan Royals,Delhi Daredevils
A Chopra,Salman Butt,A Chopra- Salman Butt,Kolkata Knight Riders,13,Kolkata Knight Riders,Deccan Chargers
A Chopra,SC Ganguly,A Chopra- SC Ganguly,Kolkata Knight Riders,69,Kolkata Knight Riders,Deccan Chargers
DJ Hussey,SC Ganguly,DJ Hussey- SC Ganguly,Kolkata Knight Riders,102,Kolkata Knight Riders,Deccan Chargers
DJ Hussey,T Taibu,DJ Hussey- T Taibu,Kolkata Knight Riders,15,Kolkata Knight Riders,Deccan Chargers
DJ Hussey,LR Shukla,DJ Hussey- LR Shukla,Kolkata Knight Riders,14,Kolkata Knight Riders,Deccan Chargers
AC Gilchrist,HH Gibbs,AC Gilchrist- HH Gibbs,Deccan Chargers,26,Kolkata Knight Riders,Deccan Chargers
AC Gilchrist,DB Ravi Teja,AC Gilchrist- DB Ravi Teja,Deccan Chargers,29,Kolkata Knight Riders,Deccan Chargers
DB Ravi Teja,RG Sharma,DB Ravi Teja- RG Sharma,Deccan Chargers,0,Kolkata Knight Riders,Deccan Chargers
RG Sharma,SB Styris,RG Sharma- SB Styris,Deccan Chargers,22,Kolkata Knight Riders,Deccan Chargers
RG Sharma,Y Venugopal Rao,RG Sharma- Y Venugopal Rao,Deccan Chargers,32,Kolkata Knight Riders,Deccan Chargers
SB Bangar,Y Venugopal Rao,SB Bangar- Y Venugopal Rao,Deccan Chargers,28,Kolkata Knight Riders,Deccan Chargers
WPUJC Vaas,Y Venugopal Rao,WPUJC Vaas- Y Venugopal Rao,Deccan Chargers,38,Kolkata Knight Riders,Deccan Chargers
RP Singh,Y Venugopal Rao,RP Singh- Y Venugopal Rao,Deccan Chargers,20,Kolkata Knight Riders,Deccan Chargers
S Vidyut,SP Fleming,S Vidyut- SP Fleming,Chennai Super Kings,30,Chennai Super Kings,Kings XI Punjab
SK Raina,SP Fleming,SK Raina- SP Fleming,Chennai Super Kings,10,Chennai Super Kings,Kings XI Punjab
S Badrinath,SK Raina,S Badrinath- SK Raina,Chennai Super Kings,44,Chennai Super Kings,Kings XI Punjab
MS Dhoni,S Badrinath,MS Dhoni- S Badrinath,Chennai Super Kings,91,Chennai Super Kings,Kings XI Punjab
JA Morkel,MS Dhoni,JA Morkel- MS Dhoni,Chennai Super Kings,26,Chennai Super Kings,Kings XI Punjab
JR Hopes,SE Marsh,JR Hopes- SE Marsh,Kings XI Punjab,42,Chennai Super Kings,Kings XI Punjab
K Goel,SE Marsh,K Goel- SE Marsh,Kings XI Punjab,13,Chennai Super Kings,Kings XI Punjab
RR Sarwan,SE Marsh,RR Sarwan- SE Marsh,Kings XI Punjab,66,Chennai Super Kings,Kings XI Punjab
SE Marsh,Yuvraj Singh,SE Marsh- Yuvraj Singh,Kings XI Punjab,1,Chennai Super Kings,Kings XI Punjab
DPMD Jayawardene,Yuvraj Singh,DPMD Jayawardene- Yuvraj Singh,Kings XI Punjab,1,Chennai Super Kings,Kings XI Punjab
DPMD Jayawardene,IK Pathan,DPMD Jayawardene- IK Pathan,Kings XI Punjab,18,Chennai Super Kings,Kings XI Punjab
