op_partner_name,team,partnership,winner,loser
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,36,winner_Rajasthan Royals,loser_Kings XI Punjab
F du Plessis-M Vijay,team_Chennai Super Kings,15,winner_Chennai Super Kings,loser_Deccan Chargers
PA Patel-S Dhawan,team_Deccan Chargers,9,winner_Chennai Super Kings,loser_Deccan Chargers
AC Gilchrist-VVS Laxman,team_Deccan Chargers,27,winner_Kings XI Punjab,loser_Deccan Chargers
RR Sarwan-SE Marsh,team_Kings XI Punjab,41,winner_Kings XI Punjab,loser_Deccan Chargers
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,39,winner_Mumbai Indians,loser_Deccan Chargers
AC Gilchrist-Shahid Afridi,team_Deccan Chargers,7,winner_Mumbai Indians,loser_Deccan Chargers
R McLaren-SR Tendulkar,team_Mumbai Indians,34,winner_Mumbai Indians,loser_Royal Challengers Bangalore
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,30,winner_Mumbai Indians,loser_Royal Challengers Bangalore
AC Gilchrist-HH Gibbs,team_Deccan Chargers,0,winner_Deccan Chargers,loser_Royal Challengers Bangalore
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,20,winner_Deccan Chargers,loser_Royal Challengers Bangalore
M Vijay-ML Hayden,team_Chennai Super Kings,16,winner_Chennai Super Kings,loser_Kolkata Knight Riders
BJ Hodge-MK Tiwary,team_Kolkata Knight Riders,0,winner_Chennai Super Kings,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,21,winner_Mumbai Indians,loser_Kolkata Knight Riders
PA Patel-RG Sharma,team_Mumbai Indians,53,winner_Mumbai Indians,loser_Kolkata Knight Riders
DA Warner-G Gambhir,team_Delhi Daredevils,0,winner_Deccan Chargers,loser_Delhi Daredevils
AC Gilchrist-HH Gibbs,team_Deccan Chargers,22,winner_Deccan Chargers,loser_Delhi Daredevils
RE Levi-TL Suman,team_Mumbai Indians,28,winner_Mumbai Indians,loser_Rajasthan Royals
AM Rahane-R Dravid,team_Rajasthan Royals,7,winner_Mumbai Indians,loser_Rajasthan Royals
JD Ryder-TD Paine,team_Pune Warriors,16,winner_Mumbai Indians,loser_Pune Warriors
JEC Franklin-SR Tendulkar,team_Mumbai Indians,9,winner_Mumbai Indians,loser_Pune Warriors
DA Warner-V Sehwag,team_Delhi Daredevils,5,winner_Chennai Super Kings,loser_Delhi Daredevils
M Vijay-MEK Hussey,team_Chennai Super Kings,75,winner_Chennai Super Kings,loser_Delhi Daredevils
MJ Lumb-S Sohal,team_Deccan Chargers,0,winner_Deccan Chargers,loser_Mumbai Indians
AC Blizzard-SR Tendulkar,team_Mumbai Indians,9,winner_Deccan Chargers,loser_Mumbai Indians
GC Smith-SA Asnodkar,team_Rajasthan Royals,14,winner_Delhi Daredevils,loser_Rajasthan Royals
G Gambhir-V Sehwag,team_Delhi Daredevils,42,winner_Delhi Daredevils,loser_Rajasthan Royals
M Vijay-MEK Hussey,team_Chennai Super Kings,30,winner_Chennai Super Kings,loser_Delhi Daredevils
DA Warner-V Sehwag,team_Delhi Daredevils,11,winner_Chennai Super Kings,loser_Delhi Daredevils
Mohammad Hafeez-Salman Butt,team_Kolkata Knight Riders,7,winner_Rajasthan Royals,loser_Kolkata Knight Riders
GC Smith-SA Asnodkar,team_Rajasthan Royals,16,winner_Rajasthan Royals,loser_Kolkata Knight Riders
M Vijay-V Sehwag,team_Kings XI Punjab,33,winner_Delhi Daredevils,loser_Kings XI Punjab
MA Agarwal-SS Iyer,team_Delhi Daredevils,23,winner_Delhi Daredevils,loser_Kings XI Punjab
MS Bisla-RS Bopara,team_Kings XI Punjab,129,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,74,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
BJ Haddin-JH Kallis,team_Kolkata Knight Riders,44,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,123,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
G Gambhir-V Sehwag,team_Delhi Daredevils,7,winner_Delhi Daredevils,loser_Deccan Chargers
AC Gilchrist-Shahid Afridi,team_Deccan Chargers,21,winner_Delhi Daredevils,loser_Deccan Chargers
RR Pant-SV Samson,team_Delhi Daredevils,13,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane-UT Khawaja,team_Rising Pune Supergiants,59,winner_Rising Pune Supergiants,loser_Delhi Daredevils
LMP Simmons-PA Patel,team_Mumbai Indians,1,winner_Mumbai Indians,loser_Chennai Super Kings
DR Smith-MEK Hussey,team_Chennai Super Kings,22,winner_Mumbai Indians,loser_Chennai Super Kings
AC Gilchrist-HH Gibbs,team_Deccan Chargers,8,winner_Deccan Chargers,loser_Mumbai Indians
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,7,winner_Deccan Chargers,loser_Mumbai Indians
G Gambhir-JH Kallis,team_Kolkata Knight Riders,9,winner_Mumbai Indians,loser_Kolkata Knight Riders
AC Blizzard-SR Tendulkar,team_Mumbai Indians,81,winner_Mumbai Indians,loser_Kolkata Knight Riders
BB McCullum-G Gambhir,team_Kolkata Knight Riders,99,winner_Chennai Super Kings,loser_Kolkata Knight Riders
M Vijay-MEK Hussey,team_Chennai Super Kings,97,winner_Chennai Super Kings,loser_Kolkata Knight Riders
GC Smith-NV Ojha,team_Rajasthan Royals,1,winner_Chennai Super Kings,loser_Rajasthan Royals
M Vijay-ML Hayden,team_Chennai Super Kings,19,winner_Chennai Super Kings,loser_Rajasthan Royals
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,25,winner_Pune Warriors,loser_Kings XI Punjab
JD Ryder-MK Pandey,team_Pune Warriors,32,winner_Pune Warriors,loser_Kings XI Punjab
N Saini-PC Valthaty,team_Kings XI Punjab,14,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
CH Gayle-MA Agarwal,team_Royal Challengers Bangalore,4,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
DA Warner-S Dhawan,team_Sunrisers Hyderabad,18,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
AM Rahane-UT Khawaja,team_Rising Pune Supergiants,0,winner_Sunrisers Hyderabad,loser_Rising Pune Supergiants
AC Gilchrist-TL Suman,team_Deccan Chargers,21,winner_Deccan Chargers,loser_Rajasthan Royals
GC Smith-SA Asnodkar,team_Rajasthan Royals,5,winner_Deccan Chargers,loser_Rajasthan Royals
AM Rahane-R Dravid,team_Rajasthan Royals,44,winner_Mumbai Indians,loser_Rajasthan Royals
AP Tare-DR Smith,team_Mumbai Indians,70,winner_Mumbai Indians,loser_Rajasthan Royals
JP Duminy-L Ronchi,team_Mumbai Indians,1,winner_Delhi Daredevils,loser_Mumbai Indians
DA Warner-G Gambhir,team_Delhi Daredevils,42,winner_Delhi Daredevils,loser_Mumbai Indians
ML Hayden-PA Patel,team_Chennai Super Kings,32,winner_Mumbai Indians,loser_Chennai Super Kings
S Dhawan-SR Tendulkar,team_Mumbai Indians,92,winner_Mumbai Indians,loser_Chennai Super Kings
AP Tare-S Dhawan,team_Mumbai Indians,2,winner_Kolkata Knight Riders,loser_Mumbai Indians
BB McCullum-SC Ganguly,team_Kolkata Knight Riders,97,winner_Kolkata Knight Riders,loser_Mumbai Indians
AJ Finch-RV Uthappa,team_Pune Warriors,97,winner_Rajasthan Royals,loser_Pune Warriors
AM Rahane-R Dravid,team_Rajasthan Royals,98,winner_Rajasthan Royals,loser_Pune Warriors
MJ Clarke-SC Ganguly,team_Pune Warriors,30,winner_Rajasthan Royals,loser_Pune Warriors
AM Rahane-R Dravid,team_Rajasthan Royals,4,winner_Rajasthan Royals,loser_Pune Warriors
AM Rahane-UT Khawaja,team_Rising Pune Supergiants,19,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,5,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
PA Patel-PA Reddy,team_Sunrisers Hyderabad,34,winner_Sunrisers Hyderabad,loser_Pune Warriors
MK Pandey-RV Uthappa,team_Pune Warriors,36,winner_Sunrisers Hyderabad,loser_Pune Warriors
CA Pujara-V Sehwag,team_Kings XI Punjab,13,winner_Mumbai Indians,loser_Kings XI Punjab
BR Dunk-CM Gautam,team_Mumbai Indians,6,winner_Mumbai Indians,loser_Kings XI Punjab
Q de Kock-RR Pant,team_Delhi Daredevils,11,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Gayle-V Kohli,team_Royal Challengers Bangalore,5,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
RT Ponting-SR Tendulkar,team_Mumbai Indians,3,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay-MEK Hussey,team_Chennai Super Kings,10,winner_Mumbai Indians,loser_Chennai Super Kings
CH Gayle-SC Ganguly,team_Kolkata Knight Riders,70,winner_Mumbai Indians,loser_Kolkata Knight Riders
S Dhawan-SR Tendulkar,team_Mumbai Indians,61,winner_Mumbai Indians,loser_Kolkata Knight Riders
DJ Jacobs-SR Tendulkar,team_Mumbai Indians,61,winner_Kochi Tuskers Kerala,loser_Mumbai Indians
BB McCullum-DPMD Jayawardene,team_Kochi Tuskers Kerala,128,winner_Kochi Tuskers Kerala,loser_Mumbai Indians
S Dhawan-SR Tendulkar,team_Mumbai Indians,53,winner_Mumbai Indians,loser_Deccan Chargers
AC Gilchrist-HH Gibbs,team_Deccan Chargers,30,winner_Mumbai Indians,loser_Deccan Chargers
RG Sharma-UBT Chand,team_Mumbai Indians,7,winner_Kings XI Punjab,loser_Mumbai Indians
HM Amla-M Vijay,team_Kings XI Punjab,1,winner_Kings XI Punjab,loser_Mumbai Indians
GJ Bailey-PA Patel,team_Chennai Super Kings,40,winner_Chennai Super Kings,loser_Kings XI Punjab
S Sohal-SM Katich,team_Kings XI Punjab,6,winner_Chennai Super Kings,loser_Kings XI Punjab
DB Ravi Teja-S Dhawan,team_Deccan Chargers,131,winner_Deccan Chargers,loser_Kings XI Punjab
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,9,winner_Deccan Chargers,loser_Kings XI Punjab
AM Rahane-R Dravid,team_Rajasthan Royals,29,winner_Rajasthan Royals,loser_Pune Warriors
JD Ryder-SC Ganguly,team_Pune Warriors,3,winner_Rajasthan Royals,loser_Pune Warriors
KC Sangakkara-S Dhawan,team_Deccan Chargers,10,winner_Delhi Daredevils,loser_Deccan Chargers
NV Ojha-V Sehwag,team_Delhi Daredevils,2,winner_Delhi Daredevils,loser_Deccan Chargers
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,135,winner_Delhi Daredevils,loser_Mumbai Indians
AC Blizzard-SR Tendulkar,team_Mumbai Indians,0,winner_Delhi Daredevils,loser_Mumbai Indians
CH Gayle-KL Rahul,team_Royal Challengers Bangalore,8,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,6,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
EJG Morgan-JH Kallis,team_Kolkata Knight Riders,15,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
CH Gayle-LA Pomersbach,team_Royal Challengers Bangalore,44,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
MJ Lumb-NV Ojha,team_Rajasthan Royals,16,winner_Rajasthan Royals,loser_Deccan Chargers
AC Gilchrist-VVS Laxman,team_Deccan Chargers,26,winner_Rajasthan Royals,loser_Deccan Chargers
L Ronchi-ST Jayasuriya,team_Mumbai Indians,9,winner_Royal Challengers Bangalore,loser_Mumbai Indians
R Dravid-S Chanderpaul,team_Royal Challengers Bangalore,37,winner_Royal Challengers Bangalore,loser_Mumbai Indians
GC Smith-SA Asnodkar,team_Rajasthan Royals,127,winner_Rajasthan Royals,loser_Chennai Super Kings
PA Patel-SP Fleming,team_Chennai Super Kings,14,winner_Rajasthan Royals,loser_Chennai Super Kings
AM Rahane-R Dravid,team_Rajasthan Royals,45,winner_Kolkata Knight Riders,loser_Rajasthan Royals
G Gambhir-JH Kallis,team_Kolkata Knight Riders,22,winner_Kolkata Knight Riders,loser_Rajasthan Royals
Q de Kock-SS Iyer,team_Delhi Daredevils,55,winner_Draw,loser_Draw
CH Gayle-V Kohli,team_Royal Challengers Bangalore,2,winner_Draw,loser_Draw
M Vijay-M Vohra,team_Kings XI Punjab,78,winner_Gujarat Lions,loser_Kings XI Punjab
AJ Finch-BB McCullum,team_Gujarat Lions,1,winner_Gujarat Lions,loser_Kings XI Punjab
BB McCullum-ER Dwivedi,team_Gujarat Lions,7,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner-S Dhawan,team_Sunrisers Hyderabad,6,winner_Sunrisers Hyderabad,loser_Gujarat Lions
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,39,winner_Mumbai Indians,loser_Chennai Super Kings
ML Hayden-PA Patel,team_Chennai Super Kings,0,winner_Mumbai Indians,loser_Chennai Super Kings
PA Patel-S Dhawan,team_Sunrisers Hyderabad,3,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
AM Rahane-R Dravid,team_Rajasthan Royals,39,winner_Sunrisers Hyderabad,loser_Rajasthan Royals
LMP Simmons-PA Patel,team_Mumbai Indians,90,winner_Mumbai Indians,loser_Chennai Super Kings
DR Smith-MEK Hussey,team_Chennai Super Kings,0,winner_Mumbai Indians,loser_Chennai Super Kings
AC Gilchrist-SE Marsh,team_Kings XI Punjab,2,winner_Pune Warriors,loser_Kings XI Punjab
GC Smith-JD Ryder,team_Pune Warriors,0,winner_Pune Warriors,loser_Kings XI Punjab
BB McCullum-DR Smith,team_Chennai Super Kings,16,winner_Delhi Daredevils,loser_Chennai Super Kings
Q de Kock-SS Iyer,team_Delhi Daredevils,16,winner_Delhi Daredevils,loser_Chennai Super Kings
ML Hayden-PA Patel,team_Chennai Super Kings,22,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
B Chipli-W Jaffer,team_Royal Challengers Bangalore,13,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,71,winner_Rajasthan Royals,loser_Mumbai Indians
Kamran Akmal-SA Asnodkar,team_Rajasthan Royals,20,winner_Rajasthan Royals,loser_Mumbai Indians
M Vijay-MP Stoinis,team_Kings XI Punjab,45,winner_Kings XI Punjab,loser_Delhi Daredevils
Q de Kock-SV Samson,team_Delhi Daredevils,70,winner_Kings XI Punjab,loser_Delhi Daredevils
MJ Guptill-RG Sharma,team_Mumbai Indians,33,winner_Gujarat Lions,loser_Mumbai Indians
AJ Finch-BB McCullum,team_Gujarat Lions,0,winner_Gujarat Lions,loser_Mumbai Indians
M Vijay-MEK Hussey,team_Chennai Super Kings,61,winner_Chennai Super Kings,loser_Delhi Daredevils
UBT Chand-V Sehwag,team_Delhi Daredevils,0,winner_Chennai Super Kings,loser_Delhi Daredevils
HH Gibbs-SR Tendulkar,team_Mumbai Indians,15,winner_Mumbai Indians,loser_Kolkata Knight Riders
G Gambhir-MS Bisla,team_Kolkata Knight Riders,1,winner_Mumbai Indians,loser_Kolkata Knight Riders
DA Warner-UBT Chand,team_Delhi Daredevils,0,winner_Kolkata Knight Riders,loser_Delhi Daredevils
G Gambhir-MS Bisla,team_Kolkata Knight Riders,5,winner_Kolkata Knight Riders,loser_Delhi Daredevils
CH Gayle-V Kohli,team_Royal Challengers Bangalore,8,winner_Mumbai Indians,loser_Royal Challengers Bangalore
PA Patel-RG Sharma,team_Mumbai Indians,2,winner_Mumbai Indians,loser_Royal Challengers Bangalore
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,5,winner_Mumbai Indians,loser_Royal Challengers Bangalore
JH Kallis-V Kohli,team_Royal Challengers Bangalore,23,winner_Mumbai Indians,loser_Royal Challengers Bangalore
M Vijay-MEK Hussey,team_Chennai Super Kings,11,winner_Kochi Tuskers Kerala,loser_Chennai Super Kings
BB McCullum-DPMD Jayawardene,team_Kochi Tuskers Kerala,39,winner_Kochi Tuskers Kerala,loser_Chennai Super Kings
CH Gayle-PA Patel,team_Royal Challengers Bangalore,5,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DA Warner-S Dhawan,team_Sunrisers Hyderabad,100,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DPMD Jayawardene-MS Bisla,team_Kings XI Punjab,29,winner_Rajasthan Royals,loser_Kings XI Punjab
MJ Lumb-NV Ojha,team_Rajasthan Royals,109,winner_Rajasthan Royals,loser_Kings XI Punjab
Q de Kock-SS Iyer,team_Delhi Daredevils,1,winner_Delhi Daredevils,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,21,winner_Delhi Daredevils,loser_Kolkata Knight Riders
ML Hayden-S Badrinath,team_Chennai Super Kings,0,winner_Chennai Super Kings,loser_Kings XI Punjab
S Sohal-SM Katich,team_Kings XI Punjab,2,winner_Chennai Super Kings,loser_Kings XI Punjab
CA Pujara-CH Gayle,team_Royal Challengers Bangalore,102,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
Mandeep Singh-SE Marsh,team_Kings XI Punjab,13,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
K Goel-RS Bopara,team_Kings XI Punjab,18,winner_Kings XI Punjab,loser_Mumbai Indians
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,1,winner_Kings XI Punjab,loser_Mumbai Indians
Mohammad Hafeez-Salman Butt,team_Kolkata Knight Riders,14,winner_Chennai Super Kings,loser_Kolkata Knight Riders
PA Patel-SP Fleming,team_Chennai Super Kings,55,winner_Chennai Super Kings,loser_Kolkata Knight Riders
AJ Finch-BB McCullum,team_Gujarat Lions,0,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner-S Dhawan,team_Sunrisers Hyderabad,137,winner_Sunrisers Hyderabad,loser_Gujarat Lions
MA Agarwal-SS Iyer,team_Delhi Daredevils,3,winner_Kolkata Knight Riders,loser_Delhi Daredevils
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,31,winner_Kolkata Knight Riders,loser_Delhi Daredevils
AM Rahane-R Dravid,team_Rajasthan Royals,8,winner_Deccan Chargers,loser_Rajasthan Royals
PA Reddy-S Dhawan,team_Deccan Chargers,63,winner_Deccan Chargers,loser_Rajasthan Royals
M Vijay-ML Hayden,team_Chennai Super Kings,32,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
JH Kallis-RV Uthappa,team_Royal Challengers Bangalore,2,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
PA Patel-S Dhawan,team_Deccan Chargers,47,winner_Kings XI Punjab,loser_Deccan Chargers
Mandeep Singh-N Saini,team_Kings XI Punjab,7,winner_Kings XI Punjab,loser_Deccan Chargers
Q de Kock-SS Iyer,team_Delhi Daredevils,4,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane-UT Khawaja,team_Rising Pune Supergiants,31,winner_Rising Pune Supergiants,loser_Delhi Daredevils
S Dhawan-S Sohal,team_Deccan Chargers,3,winner_Deccan Chargers,loser_Kochi Tuskers Kerala
BB McCullum-DPMD Jayawardene,team_Kochi Tuskers Kerala,0,winner_Deccan Chargers,loser_Kochi Tuskers Kerala
AM Rahane-R Dravid,team_Rajasthan Royals,7,winner_Rajasthan Royals,loser_Kings XI Punjab
Mandeep Singh-SE Marsh,team_Kings XI Punjab,8,winner_Rajasthan Royals,loser_Kings XI Punjab
IK Pathan-K Goel,team_Kings XI Punjab,8,winner_Kings XI Punjab,loser_Mumbai Indians
L Ronchi-ST Jayasuriya,team_Mumbai Indians,14,winner_Kings XI Punjab,loser_Mumbai Indians
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,2,winner_Delhi Daredevils,loser_Mumbai Indians
DA Warner-G Gambhir,team_Delhi Daredevils,36,winner_Delhi Daredevils,loser_Mumbai Indians
AM Rahane-MDKJ Perera,team_Rajasthan Royals,22,winner_Rajasthan Royals,loser_Delhi Daredevils
DA Warner-UBT Chand,team_Delhi Daredevils,39,winner_Rajasthan Royals,loser_Delhi Daredevils
GC Smith-SA Asnodkar,team_Rajasthan Royals,11,winner_Rajasthan Royals,loser_Kolkata Knight Riders
SC Ganguly-Salman Butt,team_Kolkata Knight Riders,15,winner_Rajasthan Royals,loser_Kolkata Knight Riders
BB McCullum-SC Ganguly,team_Kolkata Knight Riders,27,winner_Deccan Chargers,loser_Kolkata Knight Riders
AC Gilchrist-HH Gibbs,team_Deccan Chargers,68,winner_Deccan Chargers,loser_Kolkata Knight Riders
R Dravid-SR Watson,team_Rajasthan Royals,73,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,68,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
AG Paunikar-R Dravid,team_Rajasthan Royals,26,winner_Kolkata Knight Riders,loser_Rajasthan Royals
JH Kallis-MS Bisla,team_Kolkata Knight Riders,8,winner_Kolkata Knight Riders,loser_Rajasthan Royals
V Kohli-W Jaffer,team_Royal Challengers Bangalore,1,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
JR Hopes-SE Marsh,team_Kings XI Punjab,11,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
M Vijay-MEK Hussey,team_Chennai Super Kings,64,winner_Chennai Super Kings,loser_Pune Warriors
JD Ryder-MD Mishra,team_Pune Warriors,19,winner_Chennai Super Kings,loser_Pune Warriors
AM Rahane-R Dravid,team_Rajasthan Royals,1,winner_Rajasthan Royals,loser_Kolkata Knight Riders
BB McCullum-JH Kallis,team_Kolkata Knight Riders,8,winner_Rajasthan Royals,loser_Kolkata Knight Riders
JD Ryder-SC Ganguly,team_Pune Warriors,28,winner_Pune Warriors,loser_Kings XI Punjab
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,7,winner_Pune Warriors,loser_Kings XI Punjab
CA Pujara-V Sehwag,team_Kings XI Punjab,51,winner_Kings XI Punjab,loser_Sunrisers Hyderabad
AJ Finch-S Dhawan,team_Sunrisers Hyderabad,11,winner_Kings XI Punjab,loser_Sunrisers Hyderabad
MS Bisla-RS Bopara,team_Kings XI Punjab,5,winner_Delhi Daredevils,loser_Kings XI Punjab
G Gambhir-V Sehwag,team_Delhi Daredevils,10,winner_Delhi Daredevils,loser_Kings XI Punjab
Mandeep Singh-SE Marsh,team_Kings XI Punjab,68,winner_Kings XI Punjab,loser_Chennai Super Kings
F du Plessis-S Badrinath,team_Chennai Super Kings,47,winner_Kings XI Punjab,loser_Chennai Super Kings
JD Ryder-MK Pandey,team_Pune Warriors,24,winner_Rajasthan Royals,loser_Pune Warriors
R Dravid-SR Watson,team_Rajasthan Royals,29,winner_Rajasthan Royals,loser_Pune Warriors
CH Gayle-V Kohli,team_Royal Challengers Bangalore,43,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DA Warner-S Dhawan,team_Sunrisers Hyderabad,82,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
AM Rahane-R Dravid,team_Rajasthan Royals,36,winner_Chennai Super Kings,loser_Rajasthan Royals
F du Plessis-S Badrinath,team_Chennai Super Kings,55,winner_Chennai Super Kings,loser_Rajasthan Royals
ML Hayden-PA Patel,team_Chennai Super Kings,61,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,17,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
M Vohra-WP Saha,team_Kings XI Punjab,34,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
CH Gayle-V Kohli,team_Royal Challengers Bangalore,33,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
G Gambhir-V Sehwag,team_Delhi Daredevils,19,winner_Kings XI Punjab,loser_Delhi Daredevils
S Sohal-SM Katich,team_Kings XI Punjab,22,winner_Kings XI Punjab,loser_Delhi Daredevils
M Vijay-MEK Hussey,team_Chennai Super Kings,18,winner_Chennai Super Kings,loser_Deccan Chargers
S Dhawan-S Sohal,team_Deccan Chargers,71,winner_Chennai Super Kings,loser_Deccan Chargers
DA Warner-V Sehwag,team_Delhi Daredevils,44,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,71,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
M Vohra-V Sehwag,team_Kings XI Punjab,23,winner_Kolkata Knight Riders,loser_Kings XI Punjab
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,6,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DA Warner-S Dhawan,team_Sunrisers Hyderabad,5,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,43,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
CH Gayle-V Kohli,team_Royal Challengers Bangalore,67,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
M Vijay-MEK Hussey,team_Chennai Super Kings,11,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
AJ Finch-PA Patel,team_Mumbai Indians,24,winner_Rajasthan Royals,loser_Mumbai Indians
AM Rahane-SV Samson,team_Rajasthan Royals,28,winner_Rajasthan Royals,loser_Mumbai Indians
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,13,winner_Sunrisers Hyderabad,loser_Delhi Daredevils
PA Patel-S Dhawan,team_Sunrisers Hyderabad,33,winner_Sunrisers Hyderabad,loser_Delhi Daredevils
DA Warner-S Dhawan,team_Sunrisers Hyderabad,85,winner_Sunrisers Hyderabad,loser_Mumbai Indians
PA Patel-RG Sharma,team_Mumbai Indians,5,winner_Sunrisers Hyderabad,loser_Mumbai Indians
MA Agarwal-TM Dilshan,team_Royal Challengers Bangalore,0,winner_Mumbai Indians,loser_Royal Challengers Bangalore
DJ Jacobs-SR Tendulkar,team_Mumbai Indians,33,winner_Mumbai Indians,loser_Royal Challengers Bangalore
MEK Hussey-WP Saha,team_Chennai Super Kings,6,winner_Chennai Super Kings,loser_Pune Warriors
AJ Finch-RV Uthappa,team_Pune Warriors,26,winner_Chennai Super Kings,loser_Pune Warriors
AC Gilchrist-HH Gibbs,team_Deccan Chargers,46,winner_Deccan Chargers,loser_Royal Challengers Bangalore
JD Ryder-RV Uthappa,team_Royal Challengers Bangalore,0,winner_Deccan Chargers,loser_Royal Challengers Bangalore
A Chopra-Salman Butt,team_Kolkata Knight Riders,35,winner_Kolkata Knight Riders,loser_Delhi Daredevils
G Gambhir-V Sehwag,team_Delhi Daredevils,2,winner_Kolkata Knight Riders,loser_Delhi Daredevils
JD Ryder-RV Uthappa,team_Royal Challengers Bangalore,0,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
GC Smith-SA Asnodkar,team_Rajasthan Royals,2,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
JH Kallis-SP Goswami,team_Kolkata Knight Riders,4,winner_Mumbai Indians,loser_Kolkata Knight Riders
SR Tendulkar-TL Suman,team_Mumbai Indians,13,winner_Mumbai Indians,loser_Kolkata Knight Riders
CH Gayle-SC Ganguly,team_Kolkata Knight Riders,28,winner_Kolkata Knight Riders,loser_Kings XI Punjab
RS Bopara-Yuvraj Singh,team_Kings XI Punjab,0,winner_Kolkata Knight Riders,loser_Kings XI Punjab
M Vijay-MEK Hussey,team_Chennai Super Kings,68,winner_Chennai Super Kings,loser_Delhi Daredevils
DA Warner-DPMD Jayawardene,team_Delhi Daredevils,17,winner_Chennai Super Kings,loser_Delhi Daredevils
AJ Finch-S Dhawan,team_Sunrisers Hyderabad,15,winner_Chennai Super Kings,loser_Sunrisers Hyderabad
BB McCullum-DR Smith,team_Chennai Super Kings,85,winner_Chennai Super Kings,loser_Sunrisers Hyderabad
